Contig	Start	End	Strand	Pos
NC_016640.1	2	343	-1	1
NC_016640.1	377	724	-1	2
NC_016640.1	769	1443	-1	3
NC_016640.1	1443	2099	-1	4
NC_016640.1	2106	2849	-1	5
NC_016640.1	2861	4507	-1	6
NC_016640.1	4540	7719	-1	7
NC_016640.1	8370	9119	1	8
NC_016640.1	9741	10238	1	9
NC_016640.1	10255	10788	1	10
NC_016640.1	10936	11433	1	11
NC_016640.1	11450	11974	1	12
NC_016640.1	12230	12484	1	13
NC_016640.1	12481	12714	1	14
NC_016640.1	12659	12979	-1	15
NC_016640.1	12948	13619	-1	16
NC_016640.1	13897	14826	1	17
NC_016640.1	15146	15283	1	18
NC_016640.1	15596	16216	1	19
NC_016640.1	16137	16652	-1	20
NC_016640.1	16848	17126	1	21
NC_016640.1	17123	17614	1	22
NC_016640.1	17916	18566	-1	23
NC_016640.1	18616	19134	-1	24
NC_016640.1	19211	20305	-1	25
NC_016640.1	20457	21581	-1	26
NC_016640.1	21593	22891	-1	27
NC_016640.1	22975	24600	-1	28
NC_016640.1	24995	25891	-1	29
NC_016640.1	25860	26543	-1	30
NC_016640.1	26904	27143	-1	31
NC_016640.1	27161	27373	-1	32
NC_016640.1	27543	27917	-1	33
NC_016640.1	27886	28503	-1	34
NC_016640.1	28774	29013	-1	35
NC_016640.1	29031	29243	-1	36
NC_016640.1	29301	29762	-1	37
NC_016640.1	29756	30397	-1	38
NC_016640.1	30492	30677	-1	39
NC_016640.1	30671	31309	-1	40
NC_016640.1	31559	32644	1	41
NC_016640.1	32687	33784	1	42
NC_016640.1	33852	34877	-1	43
NC_016640.1	34951	35445	-1	44
NC_016640.1	35499	35864	-1	45
NC_016640.1	35914	42759	-1	46
NC_016640.1	42796	43647	-1	47
NC_016640.1	43652	44485	-1	48
NC_016640.1	44475	45113	-1	49
NC_016640.1	45140	46147	-1	50
NC_016640.1	46174	47205	-1	51
NC_016640.1	47210	48223	-1	52
NC_016640.1	48240	49178	-1	53
NC_016640.1	49195	50673	-1	54
NC_016640.1	50718	51761	-1	55
NC_016640.1	51788	52777	-1	56
NC_016640.1	52803	54656	1	57
NC_016640.1	54644	55675	-1	58
NC_016640.1	55739	56962	-1	59
NC_016640.1	57007	58071	-1	60
NC_016640.1	58148	60931	-1	61
NC_016640.1	61010	61798	-1	62
NC_016640.1	61894	64761	-1	63
NC_016640.1	65001	65744	1	64
NC_016640.1	65866	67005	1	65
NC_016640.1	67462	68595	1	66
NC_016640.1	68635	69819	1	67
NC_016640.1	69851	70843	1	68
NC_016640.1	70850	71482	-1	69
NC_016640.1	71508	72551	-1	70
NC_016640.1	72751	72978	-1	71
NC_016640.1	73377	75290	1	72
NC_016640.1	75469	76137	1	73
NC_016640.1	76181	76810	-1	74
NC_016640.1	76880	78250	-1	75
NC_016640.1	78295	78876	-1	76
NC_016640.1	78878	79396	-1	77
NC_016640.1	79541	80467	1	78
NC_016640.1	80481	81806	-1	79
NC_016640.1	82092	84836	1	80
NC_016640.1	84909	85529	-1	81
NC_016640.1	85831	86166	1	82
NC_016640.1	86217	88484	1	83
NC_016640.1	88528	89100	1	84
NC_016640.1	89130	90293	1	85
NC_016640.1	90283	91197	1	86
NC_016640.1	91425	92225	1	87
NC_016640.1	92451	93101	1	88
NC_016640.1	93369	94016	1	89
NC_016640.1	94966	96468	-1	90
NC_016640.1	96542	97273	1	91
NC_016640.1	97325	100378	-1	92
NC_016640.1	100603	101865	-1	93
NC_016640.1	101932	103605	-1	94
NC_016640.1	104057	104473	-1	95
NC_016640.1	104494	104754	-1	96
NC_016640.1	105095	106498	-1	97
NC_016640.1	106615	107466	-1	98
NC_016640.1	107469	108746	-1	99
NC_016640.1	108779	110902	-1	100
NC_016640.1	110928	111962	-1	101
NC_016640.1	112064	113104	1	102
NC_016640.1	113876	114265	-1	103
NC_016640.1	114426	116042	-1	104
NC_016640.1	116076	116597	-1	105
NC_016640.1	117280	117930	-1	106
NC_016640.1	118085	118576	-1	107
NC_016640.1	118854	119165	1	108
NC_016640.1	119275	120912	1	109
NC_016640.1	120820	121023	-1	110
NC_016640.1	121252	122280	1	111
NC_016640.1	122622	123371	1	112
NC_016640.1	123456	123740	1	113
NC_016640.1	124021	126582	1	114
NC_016640.1	126734	127831	1	115
NC_016640.1	127859	128386	1	116
NC_016640.1	128403	128786	1	117
NC_016640.1	128840	129040	-1	118
NC_016640.1	129086	129649	-1	119
NC_016640.1	130256	130582	1	120
NC_016640.1	130583	131035	-1	121
NC_016640.1	131240	131863	1	122
NC_016640.1	131870	132667	1	123
NC_016640.1	132731	133555	1	124
NC_016640.1	133557	135215	-1	125
NC_016640.1	135583	135933	-1	126
NC_016640.1	136014	137285	-1	127
NC_016640.1	137317	137745	-1	128
NC_016640.1	137784	138242	-1	129
NC_016640.1	138375	139373	-1	130
NC_016640.1	139511	140179	1	131
NC_016640.1	140176	140940	1	132
NC_016640.1	141426	141812	-1	133
NC_016640.1	141905	142726	-1	134
NC_016640.1	143091	144134	1	135
NC_016640.1	144173	145993	1	136
NC_016640.1	146045	148855	1	137
NC_016640.1	148860	149591	-1	138
NC_016640.1	149798	151792	-1	139
NC_016640.1	152298	153560	-1	140
NC_016640.1	153579	155171	-1	141
NC_016640.1	155125	155283	-1	142
NC_016640.1	155307	156014	1	143
NC_016640.1	156095	156679	-1	144
NC_016640.1	156686	157423	-1	145
NC_016640.1	159271	160851	1	146
NC_016640.1	160946	161911	-1	147
NC_016640.1	161971	162726	-1	148
NC_016640.1	162887	163489	1	149
NC_016640.1	163460	164170	-1	150
NC_016640.1	164190	164900	-1	151
NC_016640.1	164909	166069	-1	152
NC_016640.1	166084	167334	-1	153
NC_016640.1	167349	168641	-1	154
NC_016640.1	168693	169376	-1	155
NC_016640.1	169421	170599	-1	156
NC_016640.1	170612	170842	-1	157
NC_016640.1	170833	171708	-1	158
NC_016640.1	171825	173054	-1	159
NC_016640.1	173088	173357	-1	160
NC_016640.1	173382	174362	-1	161
NC_016640.1	174555	174995	-1	162
NC_016640.1	175299	175505	1	163
NC_016640.1	175594	175992	-1	164
NC_016640.1	176051	176479	-1	165
NC_016640.1	176930	178534	1	166
NC_016640.1	178591	179478	-1	167
NC_016640.1	179513	180052	-1	168
NC_016640.1	180215	181606	1	169
NC_016640.1	181825	182358	1	170
NC_016640.1	182545	183066	1	171
NC_016640.1	183176	183601	1	172
NC_016640.1	183784	184863	1	173
NC_016640.1	184853	185209	-1	174
NC_016640.1	185251	186165	-1	175
NC_016640.1	186427	187758	-1	176
NC_016640.1	187816	189345	-1	177
NC_016640.1	189413	190486	-1	178
NC_016640.1	190673	191539	1	179
NC_016640.1	191772	192698	-1	180
NC_016640.1	192808	193821	-1	181
NC_016640.1	193907	195346	-1	182
NC_016640.1	195680	196300	1	183
NC_016640.1	196484	197428	1	184
NC_016640.1	197455	198762	-1	185
NC_016640.1	198995	200221	1	186
NC_016640.1	200238	200669	1	187
NC_016640.1	200764	200958	-1	188
NC_016640.1	201188	203815	-1	189
NC_016640.1	203832	204989	-1	190
NC_016640.1	205645	206262	-1	191
NC_016640.1	206400	208088	-1	192
NC_016640.1	208455	210521	1	193
NC_016640.1	210556	211290	1	194
NC_016640.1	211433	214027	1	195
NC_016640.1	214139	215440	-1	196
NC_016640.1	215520	216914	-1	197
NC_016640.1	217168	217605	-1	198
NC_016640.1	217771	218667	1	199
NC_016640.1	219718	221334	-1	200
NC_016640.1	221510	222844	-1	201
NC_016640.1	222795	224009	-1	202
NC_016640.1	224212	224676	1	203
NC_016640.1	224731	227271	1	204
NC_016640.1	227539	227658	1	205
NC_016640.1	227907	228146	-1	206
NC_016640.1	228246	228389	-1	207
NC_016640.1	228478	228675	-1	208
NC_016640.1	229045	229329	1	209
NC_016640.1	229336	233058	1	210
NC_016640.1	233115	234761	-1	211
NC_016640.1	235081	235533	1	212
NC_016640.1	235650	236294	-1	213
NC_016640.1	236401	236808	1	214
NC_016640.1	236857	237858	1	215
NC_016640.1	238819	239139	-1	216
NC_016640.1	239132	239416	-1	217
NC_016640.1	239435	239713	-1	218
NC_016640.1	239776	239997	-1	219
NC_016640.1	240010	240588	-1	220
NC_016640.1	240585	241205	-1	221
NC_016640.1	241286	241999	-1	222
NC_016640.1	242002	242328	-1	223
NC_016640.1	242321	242725	-1	224
NC_016640.1	242715	243068	-1	225
NC_016640.1	243181	243549	-1	226
NC_016640.1	243848	244498	-1	227
NC_016640.1	244579	244824	-1	228
NC_016640.1	244943	246640	-1	229
NC_016640.1	246640	247458	-1	230
NC_016640.1	247451	248461	-1	231
NC_016640.1	248528	248788	1	232
NC_016640.1	248752	249321	1	233
NC_016640.1	249348	249695	1	234
NC_016640.1	249762	250988	1	235
NC_016640.1	251145	251861	1	236
NC_016640.1	251873	252094	1	237
NC_016640.1	252226	252480	1	238
NC_016640.1	253663	254487	-1	239
NC_016640.1	254543	256258	-1	240
NC_016640.1	256297	256785	-1	241
NC_016640.1	257749	258774	-1	242
NC_016640.1	258888	260147	-1	243
NC_016640.1	260406	260882	-1	244
NC_016640.1	260898	261482	-1	245
NC_016640.1	261486	262637	-1	246
NC_016640.1	263150	264226	1	247
NC_016640.1	264521	265486	1	248
NC_016640.1	265567	266472	1	249
NC_016640.1	266540	267349	1	250
NC_016640.1	267568	268395	1	251
NC_016640.1	268492	268659	-1	252
NC_016640.1	268893	269486	1	253
NC_016640.1	269601	269912	1	254
NC_016640.1	269928	270203	1	255
NC_016640.1	272479	272661	-1	256
NC_016640.1	273010	273414	-1	257
NC_016640.1	273414	273656	-1	258
NC_016640.1	273669	273875	-1	259
NC_016640.1	274022	274393	1	260
NC_016640.1	274335	274646	1	261
NC_016640.1	274612	274845	1	262
NC_016640.1	275064	275300	-1	263
NC_016640.1	275304	275870	-1	264
NC_016640.1	275877	276086	-1	265
NC_016640.1	276267	279125	-1	266
NC_016640.1	279364	281151	-1	267
NC_016640.1	282233	283444	-1	268
NC_016640.1	283981	284592	1	269
NC_016640.1	284677	285654	1	270
NC_016640.1	285688	286572	-1	271
NC_016640.1	286981	288093	1	272
NC_016640.1	288257	288883	1	273
NC_016640.1	288998	289117	-1	274
