Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NC_016640.1	NC_016640.1@120	5571039	5571494	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[5109]	['4.70e-23']	[0.789]	[0.386]
NC_016640.1	NC_016640.1@78	4063222	4064064	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[3801]	['6.70e-23']	[0.42]	[0.369]
NC_016640.1	NC_016640.1@63	3389346	3391286	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3168]	['5.70e-08']	[0.328]	[0.479]
NC_016640.1	NC_016640.1@58	3125593	3126825	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[2942]	['9.80e-08']	[0.516]	[0.382]
NC_016640.1	NC_016640.1@73	3870173	3871636	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[3607]	['2.20e-50']	[0.42]	[0.685]
NC_016640.1	NC_016640.1@107	5094552	5099730	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B', 'RT_0_CAS-III-AM-III-B']	[4726, 4730]	['1.30e-50', '4.30e-22']	[0.53, 0.302]	[0.661, 0.369]
NC_016640.1	NC_016640.1@53	2896162	2901490	False	0%	67%	I-A	4.0	['TPR_0_CAS-III-B', 'Cas1_0_CAS-I-II-III-IV-V-VI', 'Cas1_0_CAS-I-II-III-IV-V-VI', 'Cas2_2_CAS-I-II-III-IV-V-VI']	[2705, 2707, 2709, 2710]	['2.50e-87', '1.70e-89', '1.80e-25', '3.90e-28']	[0.948, 0.551, 0.776, 0.83]	[0.334, 0.997, 0.776, 0.987]
NC_016640.1	NC_016640.1@2	196484	197428	False	20%	NA	III-A	2.0	['Csm3_1_IIIAD']	[184]	['5.80e-03']	[0.463]	[0.513]
NC_016640.1	NC_016640.1@36	2076954	2080136	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B', 'RT_0_CAS-III-AM-III-B']	[1951, 1955]	['5.50e-21', '1.80e-22']	[0.494, 0.302]	[0.369, 0.369]
NC_016640.1	NC_016640.1@18	1191974	1193140	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[1150]	['1.60e-21']	[0.308]	[0.372]
NC_016640.1	NC_016640.1@10	824120	825292	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[811]	['9.30e-23']	[0.302]	[0.369]
NC_016640.1	NC_016640.1@56	3096850	3098241	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2906]	['2.20e-50']	[0.435]	[0.661]
NC_016640.1	NC_016640.1@42	2379421	2380593	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2235]	['1.70e-24']	[0.302]	[0.369]
NC_016640.1	NC_016640.1@39	2328761	2330098	False	0%	NA	III-A	1.0	['TPR_0_CAS-III-A']	[2178]	['4.80e-03']	[0.408]	[0.43]
NC_016640.1	NC_016640.1@19	1279217	1280365	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1233]	['1.40e-05']	[0.389]	[0.5]
NC_016640.1	NC_016640.1@60	3215088	3216857	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[3014]	['8.70e-53']	[0.515]	[0.859]
NC_016640.1	NC_016640.1@87	4471823	4473589	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[4139]	['2.00e-55']	[0.423]	[0.836]
