Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
PrimPol_1_CAS-I-II-III-IV-V-VI	NZ_GL890834.1_3	199	130	0.02	13.6	2533	3129	NZ_GL890834.1	3	0.1658291457286432	0.25384615384615383	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_GL890931.1_3	891	179	1.7e-05	23.7	3529	6201	NZ_GL890931.1	3	0.11560044893378227	0.5865921787709497	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_GL890848.1_72	266	179	0.0004	19.3	77130	77927	NZ_GL890848.1	72	0.5112781954887218	0.6703910614525139	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_GL890840.1_381	209	179	0.0012	17.7	493699	494325	NZ_GL890840.1	381	0.28708133971291866	0.33519553072625696	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_GL890840.1_358	215	179	0.047	12.5	467297	467941	NZ_GL890840.1	358	0.2930232558139535	0.40782122905027934	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_GL890969.1_106	208	179	0.07	12.0	116179	116802	NZ_GL890969.1	106	0.1971153846153846	0.24581005586592178	-1
Cas3-Cas2_0_IF	NZ_GL890970.1_18	70	1110	0.022000000000000002	11.1	29679	29888	NZ_GL890970.1	18	0.6714285714285714	0.043243243243243246	1
Csn2_3_CAS-II-A	NZ_GL890973.1_181	369	219	0.027000000000000003	12.8	200609	201715	NZ_GL890973.1	181	0.25474254742547425	0.4429223744292237	-1
Cas9_1_II	NZ_GL890939.1_46	426	1120	0.0041	13.9	53795	55072	NZ_GL890939.1	46	0.38967136150234744	0.10892857142857143	1
Cas9_1_II	NZ_GL890927.1_41	420	1120	0.019	11.7	38788	40047	NZ_GL890927.1	41	0.28809523809523807	0.10625	1
Cas9_1_II	NZ_GL890819.1_35	428	1120	0.025	11.3	37443	38726	NZ_GL890819.1	35	0.2383177570093458	0.09196428571428572	-1
