Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NZ_GL890942.1	NZ_GL890942.1@3	131157	131807	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[109]	['1.00e-05']	[0.382]	[0.487]
NZ_GL890942.1	NZ_GL890942.1@1	15834	16622	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[14]	['4.30e-06']	[0.551]	[0.461]
NZ_GL890956.1	NZ_GL890956.1@2	43469	45649	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[42]	['5.70e-08']	[0.446]	[0.402]
NZ_GL890968.1	NZ_GL890968.1@1	19013	20860	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[18]	['1.40e-63']	[0.411]	[0.866]
NZ_GL890825.1	NZ_GL890825.1@3	189793	190692	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[155]	['8.70e-05']	[0.34]	[0.84]
NZ_GL890833.1	NZ_GL890833.1@1	16627	17778	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[16]	['4.50e-08']	[0.742]	[0.838]
NZ_GL890848.1	NZ_GL890848.1@1	77130	77927	False	0%	33%	I-A	2.0	['Cas4_0_CAS-I-II-III-IV-V-VI']	[72]	['4.00e-04']	[0.511]	[0.67]
NZ_GL890934.1	NZ_GL890934.1@2	34372	35121	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[29]	['2.70e-06']	[0.352]	[0.306]
NZ_GL890970.1	NZ_GL890970.1@1	55977	58745	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[49]	['3.30e-05']	[0.403]	[0.426]
NZ_GL890965.1	NZ_GL890965.1@2	67415	68776	False	0%	0%	I-A	1.0	['Csx20_0_CAS-I-III']	[59]	['3.00e-03']	[0.654]	[0.305]
NZ_GL890825.1	NZ_GL890825.1@1	135444	136535	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[107]	['1.40e-05']	[0.398]	[0.307]
NZ_GL890969.1	NZ_GL890969.1@4	172212	172847	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[148]	['2.80e-06']	[0.59]	[0.611]
NZ_GL890840.1	NZ_GL890840.1@7	567142	573069	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[443]	['1.20e-69']	[0.483]	[0.547]
