Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
Csx3_3_CAS-I-III	NC_019729.1_6045	155	79	1.4999999999999998e-37	126.0	7150409	7150873	NC_019729.1	6045	0.5032258064516129	0.9873417721518988	-1
Csx1_20_CAS-III	NC_019729.1_894	435	379	0.00037	18.0	1005362	1006666	NC_019729.1	894	0.11494252873563218	0.13192612137203166	-1
Csx1_14_CAS-III	NC_019729.1_524	499	533	1.7999999999999997e-114	382.0	601459	602955	NC_019729.1	524	0.9318637274549099	0.9061913696060038	1
Cas4_0_CAS-I-II-III-IV-V-VI	NC_019729.1_5591	198	179	5.1e-49	165.5	6575566	6576159	NC_019729.1	5591	0.8939393939393939	1.0	1
Cas4_0_CAS-I-II-III-IV-V-VI	NC_019729.1_2073	272	179	0.00018999999999999998	20.3	2379659	2380474	NC_019729.1	2073	0.5183823529411765	0.6871508379888268	-1
gRAMP_0_CAS-III-E	NC_019729.1_888	697	1610	3.9000000000000004e-27	92.9	997127	999217	NC_019729.1	888	0.4232424677187948	0.168944099378882	-1
gRAMP_0_CAS-III-E	NC_019729.1_2951	359	1610	9.8e-23	78.3	3383054	3384130	NC_019729.1	2951	0.8495821727019499	0.20186335403726707	-1
gRAMP_0_CAS-III-E	NC_019729.1_890	512	1610	5.5e-16	56.0	999804	1001339	NC_019729.1	890	0.88671875	0.2795031055900621	-1
gRAMP_0_CAS-III-E	NC_019729.1_2955	301	1610	7.7e-10	35.6	3386300	3387202	NC_019729.1	2955	0.5780730897009967	0.10869565217391304	-1
gRAMP_0_CAS-III-E	NC_019729.1_2953	339	1610	0.00018	17.8	3384605	3385621	NC_019729.1	2953	0.3775811209439528	0.08322981366459627	-1
gRAMP_0_CAS-III-E	NC_019729.1_2959	249	1610	0.0018	14.5	3390002	3390748	NC_019729.1	2959	0.3855421686746988	0.06024844720496894	-1
Csm3gr7_12_CAS-III-A-III-D	NC_019729.1_890	512	199	2.6e-30	104.9	999804	1001339	NC_019729.1	890	0.69140625	0.9849246231155779	-1
Csm3gr7_12_CAS-III-A-III-D	NC_019729.1_2953	339	199	6e-30	103.7	3384605	3385621	NC_019729.1	2953	0.6283185840707964	0.9698492462311558	-1
Csm3gr7_12_CAS-III-A-III-D	NC_019729.1_2955	301	199	1.3e-26	92.8	3386300	3387202	NC_019729.1	2955	0.813953488372093	1.0	-1
