Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NZ_CP017599.1	NZ_CP017599.1@100	6340483	6341088	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[4906]	['8.30e-62']	[0.99]	[0.951]
NZ_CP017599.1	NZ_CP017599.1@66	3963675	3964046	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[3083]	['1.70e-10']	[0.734]	[0.309]
NZ_CP017599.1	NZ_CP017599.1@127	7876426	7877112	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[6133]	['1.20e-05']	[0.651]	[0.734]
NZ_CP017599.1	NZ_CP017599.1@128	8193102	8193860	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[6363]	['4.90e-06']	[0.439]	[0.401]
NZ_CP017599.1	NZ_CP017599.1@16	1070813	1071721	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[869]	['3.70e-05']	[0.353]	[0.359]
NZ_CP017599.1	NZ_CP017599.1@32	1972714	1973316	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[1588]	['1.80e-58']	[0.99]	[0.956]
NZ_CP017599.1	NZ_CP017599.1@36	2236625	2237251	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[1819]	['2.70e-06']	[0.722]	[0.778]
NZ_CP017599.1	NZ_CP017599.1@90	5447446	5449377	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4199]	['6.10e-09']	[0.398]	[0.496]
NZ_CP017599.1	NZ_CP017599.1@49	3236341	3237525	False	0%	NA	III-C	1.0	['AbiEii_2_CAS-III-C']	[2558]	['2.00e-07']	[0.41]	[0.389]
NZ_CP017599.1	NZ_CP017599.1@69	4267454	4268044	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[3341]	['1.90e-61']	[0.985]	[0.956]
NZ_CP017599.1	NZ_CP017599.1@51	3284432	3287023	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[2598]	['2.50e-12']	[0.373]	[0.371]
NZ_CP017599.1	NZ_CP017599.1@48	3133364	3133564	False	17%	NA	III-D	4.0	['Csm2gr11_6_CAS-III-D']	[2482]	['6.00e-03']	[0.701]	[0.311]
NZ_CP017599.1	NZ_CP017599.1@57	3586174	3587193	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[2824]	['7.80e-45']	[0.724]	[0.95]
NZ_CP017599.1	NZ_CP017599.1@131	8686234	8703822	False	0%	NA	III-B	2.0	['RT_0_CAS-III-AM-III-B', 'TPR_0_CAS-III-B', 'TPR_0_CAS-III-B']	[6761, 6764, 6766]	['1.30e-59', '4.50e-11', '1.40e-10']	[0.43, 0.476, 0.363]	[0.785, 0.424, 0.361]
NZ_CP017599.1	NZ_CP017599.1@114	7134900	7136660	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[5531]	['4.40e-61']	[0.392]	[0.768]
NZ_CP017599.1	NZ_CP017599.1@122	7630094	7633801	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[5933]	['6.50e-24']	[0.393]	[0.385]
NZ_CP017599.1	NZ_CP017599.1@67	3992041	3996360	False	17%	NA	III-B	5.0	['Cmr5gr11_11_CAS-III-B', 'TPR_0_CAS-III-B']	[3106, 3109]	['4.20e-03', '4.80e-25']	[0.77, 0.416]	[0.379, 0.492]
NZ_CP017599.1	NZ_CP017599.1@107	6903935	6905107	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[5335]	['7.10e-08']	[0.747]	[0.527]
NZ_CP017599.1	NZ_CP017599.1@29	1452049	1452672	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[1154]	['8.30e-06']	[0.562]	[0.586]
NZ_CP017599.1	NZ_CP017599.1@88	5393060	5394454	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4159]	['1.80e-06']	[0.508]	[0.792]
NZ_CP017599.1	NZ_CP017599.1@37	2365870	2367624	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[1911]	['5.90e-54']	[0.391]	[0.755]
NZ_CP017599.1	NZ_CP017599.1@105	6840771	6841688	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5292]	['5.20e-08']	[0.301]	[0.313]
NZ_CP017599.1	NZ_CP017599.1@84	5153989	5156655	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[3984]	['4.10e-15']	[0.429]	[0.363]
NZ_CP017599.1	NZ_CP017599.1@52	3295730	3298375	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[2604]	['5.80e-12']	[0.313]	[0.387]
NZ_CP017599.1	NZ_CP017599.1@25	1308445	1310130	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[1051]	['1.80e-65']	[0.479]	[0.869]
NZ_CP017599.1	NZ_CP017599.1@38	2380760	2384014	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[1923]	['4.00e-22']	[0.376]	[0.344]
NZ_CP017599.1	NZ_CP017599.1@19	1152614	1154191	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[940]	['1.60e-44']	[0.473]	[0.872]
NZ_CP017599.1	NZ_CP017599.1@35	2202004	2202492	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[1796]	['6.00e-05']	[0.393]	[0.307]
NZ_CP017599.1	NZ_CP017599.1@112	7082564	7083787	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5487]	['5.30e-03']	[0.326]	[0.479]
NZ_CP017599.1	NZ_CP017599.1@129	8290053	8291252	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[6426]	['7.80e-06']	[0.512]	[0.395]
NZ_CP017599.1	NZ_CP017599.1@10	621804	622370	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[530]	['6.80e-41']	[0.735]	[0.473]
NZ_CP017599.1	NZ_CP017599.1@98	5907142	5909973	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[4564]	['2.30e-47']	[0.414]	[0.68]
NZ_CP017599.1	NZ_CP017599.1@8	542630	544465	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[457]	['9.90e-65']	[0.428]	[0.879]
NZ_CP017599.1	NZ_CP017599.1@124	7789767	7790279	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[6053]	['1.10e-30']	[0.889]	[0.778]
NZ_CP017599.1	NZ_CP017599.1@101	6421766	6424096	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[4956]	['2.70e-26']	[0.462]	[0.477]
NZ_CP017599.1	NZ_CP017599.1@41	2589083	2590918	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2053]	['9.90e-65']	[0.428]	[0.879]
NZ_CP017599.1	NZ_CP017599.1@76	4731184	4732689	False	14%	0%	I-A	1.0	['Cas3_0_I']	[3703]	['3.90e-05']	[0.309]	[0.402]
NZ_CP017599.1	NZ_CP017599.1@141	9615426	9615899	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[7501]	['2.40e-03']	[0.633]	[0.627]
NZ_CP017599.1	NZ_CP017599.1@55	3400285	3401781	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[2694]	['2.80e-71']	[0.938]	[0.371]
NZ_CP017599.1	NZ_CP017599.1@78	4766688	4767788	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3736]	['6.10e-04']	[0.351]	[0.447]
NZ_CP017599.1	NZ_CP017599.1@106	6887547	6890468	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[5330]	['7.40e-08']	[0.352]	[0.467]
NZ_CP017599.1	NZ_CP017599.1@63	3886335	3887123	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3020]	['4.30e-06']	[0.551]	[0.461]
NZ_CP017599.1	NZ_CP017599.1@43	2680593	2681513	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2135]	['8.40e-47']	[0.795]	[0.846]
NZ_CP017599.1	NZ_CP017599.1@54	3377899	3378927	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2670]	['3.50e-06']	[0.399]	[0.366]
NZ_CP017599.1	NZ_CP017599.1@103	6768058	6773364	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[5245]	['4.10e-151']	[0.703]	[0.668]
NZ_CP017599.1	NZ_CP017599.1@73	4560001	4561551	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[3552]	['3.10e-10']	[0.406]	[0.691]
NZ_CP017599.1	NZ_CP017599.1@30	1483365	1490186	False	0%	NA	III-B	2.0	['RT_0_CAS-III-AM-III-B', 'RT_0_CAS-III-AM-III-B', 'TPR_0_CAS-III-B']	[1182, 1183, 1186]	['1.30e-62', '5.20e-25', '1.20e-11']	[0.433, 0.677, 0.557]	[0.789, 0.604, 0.391]
NZ_CP017599.1	NZ_CP017599.1@68	4069353	4071560	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[3166]	['3.90e-22']	[0.607]	[0.318]
NZ_CP017599.1	NZ_CP017599.1@21	1190926	1191549	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[960]	['1.50e-04']	[0.365]	[0.424]
NZ_CP017599.1	NZ_CP017599.1@18	1142814	1143815	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[929]	['4.20e-07']	[0.326]	[0.356]
NZ_CP017599.1	NZ_CP017599.1@75	4584460	4585242	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3577]	['2.40e-03']	[0.521]	[0.437]
