Contig	Start	End	Strand	Pos
NZ_PKGD01000001.1	1	1248	1	1
NZ_PKGD01000001.1	1545	2816	1	2
NZ_PKGD01000001.1	3329	4348	-1	3
NZ_PKGD01000001.1	4833	5276	-1	4
NZ_PKGD01000001.1	5364	5774	-1	5
NZ_PKGD01000001.1	5731	6387	-1	6
NZ_PKGD01000001.1	6359	6715	-1	7
NZ_PKGD01000001.1	7265	7960	-1	8
NZ_PKGD01000001.1	8102	8458	-1	9
NZ_PKGD01000001.1	8992	9807	1	10
NZ_PKGD01000001.1	9891	10688	1	11
NZ_PKGD01000001.1	10791	11924	1	12
NZ_PKGD01000001.1	12053	14659	1	13
NZ_PKGD01000001.1	14905	17571	1	14
NZ_PKGD01000001.1	17763	19223	1	15
NZ_PKGD01000001.1	19359	19697	1	16
NZ_PKGD01000001.1	19694	21154	1	17
NZ_PKGD01000001.1	21151	21549	1	18
NZ_PKGD01000001.1	21546	21806	1	19
NZ_PKGD01000001.1	21810	22091	1	20
NZ_PKGD01000001.1	22081	22710	1	21
NZ_PKGD01000001.1	22710	23372	1	22
NZ_PKGD01000001.1	23379	25025	-1	23
NZ_PKGD01000001.1	25050	26867	-1	24
NZ_PKGD01000001.1	27000	27215	-1	25
NZ_PKGD01000001.1	27421	29928	-1	26
NZ_PKGD01000001.1	30450	31958	1	27
NZ_PKGD01000001.1	32064	33758	1	28
NZ_PKGD01000001.1	33828	34775	1	29
NZ_PKGD01000001.1	34782	36032	-1	30
NZ_PKGD01000001.1	36099	36209	-1	31
NZ_PKGD01000010.1	2	418	1	1
NZ_PKGD01000010.1	453	1649	-1	2
NZ_PKGD01000010.1	1714	5505	-1	3
NZ_PKGD01000010.1	5596	5799	-1	4
NZ_PKGD01000010.1	5906	6970	-1	5
NZ_PKGD01000010.1	7007	7879	-1	6
NZ_PKGD01000010.1	7883	8800	-1	7
NZ_PKGD01000010.1	8811	10124	-1	8
NZ_PKGD01000010.1	10517	11812	1	9
NZ_PKGD01000010.1	12019	12369	-1	10
NZ_PKGD01000010.1	12390	14027	-1	11
NZ_PKGD01000010.1	14149	14556	-1	12
NZ_PKGD01000010.1	14755	17232	1	13
NZ_PKGD01000100.1	3	686	-1	1
NZ_PKGD01000100.1	1098	1313	-1	2
NZ_PKGD01000100.1	1317	1562	-1	3
