Contig	Start	End	Strand	Pos
NZ_CP017708.1	3	2234	-1	1
NZ_CP017708.1	3076	4455	1	2
NZ_CP017708.1	5273	6025	1	3
NZ_CP017708.1	6745	8037	1	4
NZ_CP017708.1	8044	9003	1	5
NZ_CP017708.1	8995	10248	-1	6
NZ_CP017708.1	10569	11387	1	7
NZ_CP017708.1	11662	12681	1	8
NZ_CP017708.1	12759	13664	1	9
NZ_CP017708.1	13821	16994	-1	10
NZ_CP017708.1	17303	17689	1	11
NZ_CP017708.1	17837	18181	-1	12
NZ_CP017708.1	18265	18645	-1	13
NZ_CP017708.1	18677	19300	-1	14
NZ_CP017708.1	20069	20449	-1	15
NZ_CP017708.1	20446	20580	-1	16
NZ_CP017708.1	20564	21835	-1	17
NZ_CP017708.1	22113	24989	-1	18
NZ_CP017708.1	25106	27088	-1	19
NZ_CP017708.1	27233	27667	-1	20
NZ_CP017708.1	28537	28953	1	21
NZ_CP017708.1	29025	30515	1	22
NZ_CP017708.1	30667	30906	1	23
NZ_CP017708.1	31128	32315	-1	24
NZ_CP017708.1	32381	32749	1	25
NZ_CP017708.1	33036	33467	1	26
NZ_CP017708.1	33482	33901	1	27
NZ_CP017708.1	34069	34836	-1	28
NZ_CP017708.1	36102	37769	1	29
NZ_CP017708.1	38115	39176	1	30
NZ_CP017708.1	39430	40959	1	31
NZ_CP017708.1	41035	42273	1	32
NZ_CP017708.1	42352	43335	1	33
NZ_CP017708.1	43412	45751	1	34
NZ_CP017708.1	45896	46921	1	35
NZ_CP017708.1	46957	47982	1	36
NZ_CP017708.1	48485	48733	1	37
NZ_CP017708.1	49308	50321	1	38
NZ_CP017708.1	50403	51620	1	39
NZ_CP017708.1	51958	52971	1	40
NZ_CP017708.1	53215	54003	1	41
NZ_CP017708.1	54154	56502	1	42
NZ_CP017708.1	56814	56996	1	43
NZ_CP017708.1	57203	57838	-1	44
NZ_CP017708.1	57941	59014	-1	45
NZ_CP017708.1	59428	60936	1	46
NZ_CP017708.1	61001	62656	1	47
NZ_CP017708.1	63062	63427	-1	48
NZ_CP017708.1	63485	63757	-1	49
NZ_CP017708.1	64010	64225	-1	50
NZ_CP017708.1	64286	67393	-1	51
NZ_CP017708.1	67681	68154	-1	52
NZ_CP017708.1	68478	68618	1	53
NZ_CP017708.1	68586	69977	-1	54
NZ_CP017708.1	70653	71060	-1	55
NZ_CP017708.1	71942	72241	-1	56
NZ_CP017708.1	72375	72674	1	57
NZ_CP017708.1	73101	73400	1	58
NZ_CP017708.1	73688	74218	-1	59
NZ_CP017708.1	74436	76406	1	60
NZ_CP017708.1	77000	77926	-1	61
NZ_CP017708.1	78884	79432	-1	62
NZ_CP017708.1	79419	80213	-1	63
NZ_CP017708.1	80632	80823	-1	64
NZ_CP017708.1	80814	81362	-1	65
NZ_CP017708.1	82249	83154	1	66
NZ_CP017708.1	83824	84651	-1	67
NZ_CP017708.1	85340	89329	1	68
NZ_CP017708.1	89356	90312	-1	69
NZ_CP017708.1	90520	90936	-1	70
NZ_CP017708.1	90911	91159	-1	71
NZ_CP017708.1	91581	93020	-1	72
NZ_CP017708.1	93054	93206	1	73
NZ_CP017708.1	93393	94121	1	74
NZ_CP017708.1	94500	95414	1	75
NZ_CP017708.1	95708	96769	1	76
NZ_CP017708.1	97115	98161	1	77
NZ_CP017708.1	99229	100068	1	78
NZ_CP017708.1	100273	100491	-1	79
NZ_CP017708.1	100654	101436	-1	80
NZ_CP017708.1	101559	101990	-1	81
NZ_CP017708.1	102154	102438	1	82
NZ_CP017708.1	102921	103226	-1	83
NZ_CP017708.1	103616	103909	-1	84
NZ_CP017708.1	104139	104432	-1	85
NZ_CP017708.1	105488	105739	-1	86
NZ_CP017708.1	105730	106125	-1	87
NZ_CP017708.1	106817	108451	-1	88
NZ_CP017708.1	108617	111826	-1	89
NZ_CP017708.1	113266	114549	1	90
NZ_CP017708.1	115150	116376	1	91
NZ_CP017708.1	116856	118682	1	92
NZ_CP017708.1	118829	118969	1	93
NZ_CP017708.1	119322	119513	-1	94
NZ_CP017708.1	119539	119637	-1	95
NZ_CP017708.1	119643	120401	-1	96
NZ_CP017708.1	120793	121089	-1	97
NZ_CP017708.1	121350	121637	-1	98
NZ_CP017708.1	122121	122393	-1	99
NZ_CP017708.1	122694	123023	-1	100
NZ_CP017708.1	124210	124644	-1	101
NZ_CP017708.1	124814	126418	-1	102
NZ_CP017708.1	126800	127069	1	103
NZ_CP017708.1	127215	130442	-1	104
NZ_CP017708.1	130863	131078	-1	105
NZ_CP017708.1	131447	131977	-1	106
NZ_CP017708.1	133143	133613	1	107
NZ_CP017708.1	133610	134095	1	108
NZ_CP017708.1	134179	135573	-1	109
NZ_CP017708.1	135974	136339	-1	110
NZ_CP017708.1	136548	136874	1	111
NZ_CP017708.1	136970	137296	1	112
NZ_CP017708.1	137585	137770	1	113
NZ_CP017708.1	138165	140039	-1	114
NZ_CP017708.1	140531	141448	1	115
NZ_CP017708.1	142050	142604	-1	116
NZ_CP017708.1	142906	143469	1	117
NZ_CP017708.1	143466	143855	-1	118
NZ_CP017708.1	144251	145114	1	119
NZ_CP017708.1	145347	145763	-1	120
NZ_CP017708.1	146009	147343	1	121
NZ_CP017708.1	147463	150090	1	122
NZ_CP017708.1	150397	153651	-1	123
NZ_CP017708.1	153765	157265	-1	124
NZ_CP017708.1	157446	157619	-1	125
NZ_CP017708.1	157628	157810	-1	126
NZ_CP017708.1	158150	159007	1	127
NZ_CP017708.1	158997	159218	1	128
NZ_CP017708.1	159258	160055	-1	129
NZ_CP017708.1	160801	161226	1	130
NZ_CP017708.1	161778	163115	-1	131
NZ_CP017708.1	163732	165600	1	132
NZ_CP017708.1	165586	165723	-1	133
NZ_CP017708.1	165839	166951	-1	134
NZ_CP017708.1	167165	167413	-1	135
NZ_CP017708.1	168097	168510	-1	136
NZ_CP017708.1	168516	168965	-1	137
NZ_CP017708.1	169176	170012	-1	138
NZ_CP017708.1	170071	170421	-1	139
NZ_CP017708.1	170524	171468	-1	140
NZ_CP017708.1	171612	172004	-1	141
NZ_CP017708.1	172191	172574	-1	142
NZ_CP017708.1	172862	173062	-1	143
NZ_CP017708.1	173413	173976	-1	144
NZ_CP017708.1	174098	175438	-1	145
NZ_CP017708.1	175483	175932	-1	146
NZ_CP017708.1	176040	176561	-1	147
NZ_CP017708.1	176676	177038	-1	148
NZ_CP017708.1	177042	177581	-1	149
NZ_CP017708.1	177845	178246	-1	150
NZ_CP017708.1	178270	178815	-1	151
NZ_CP017708.1	178962	179324	-1	152
NZ_CP017708.1	179324	179692	-1	153
NZ_CP017708.1	179844	180092	-1	154
NZ_CP017708.1	180101	180385	-1	155
NZ_CP017708.1	180389	180808	-1	156
NZ_CP017708.1	180894	181619	-1	157
NZ_CP017708.1	181696	182055	-1	158
NZ_CP017708.1	182106	182381	-1	159
NZ_CP017708.1	182493	183356	-1	160
NZ_CP017708.1	183479	183781	-1	161
NZ_CP017708.1	183774	184406	-1	162
NZ_CP017708.1	184553	185188	-1	163
NZ_CP017708.1	185838	188039	-1	164
NZ_CP017708.1	188237	188458	1	165
NZ_CP017708.1	188546	188665	-1	166
NZ_CP017708.1	188874	190334	1	167
NZ_CP017708.1	190456	190929	-1	168
NZ_CP017708.1	191692	192561	1	169
NZ_CP017708.1	192963	194243	1	170
NZ_CP017708.1	194466	195596	-1	171
