Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NZ_CAFN01000677.1	NZ_CAFN01000677.1@1	10	729	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[1]	['7.40e-46']	[0.921]	[0.738]
NZ_CAFN01000291.1	NZ_CAFN01000291.1@1	698	1996	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[1]	['1.10e-53']	[0.52]	[0.735]
NZ_CAFN01000088.1	NZ_CAFN01000088.1@1	50	373	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[1]	['1.40e-11']	[0.806]	[0.309]
NZ_CAFN01000672.1	NZ_CAFN01000672.1@1	6789	7928	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[8]	['1.50e-08']	[0.421]	[0.546]
NZ_CAFN01000679.1	NZ_CAFN01000679.1@1	40712	42475	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[34]	['2.30e-55']	[0.425]	[0.839]
NZ_CAFN01000113.1	NZ_CAFN01000113.1@1	16320	21359	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[10]	['4.40e-09']	[0.311]	[0.492]
NZ_CAFN01000157.1	NZ_CAFN01000157.1@2	37140	38921	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[21]	['6.40e-55']	[0.419]	[0.836]
NZ_CAFN01000235.1	NZ_CAFN01000235.1@1	3198	3800	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[4]	['4.10e-22']	[0.761]	[0.423]
NZ_CAFN01000335.1	NZ_CAFN01000335.1@3	54374	55429	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[60]	['7.30e-53']	[0.693]	[0.981]
NZ_CAFN01000598.1	NZ_CAFN01000598.1@1	2	937	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[1]	['6.30e-56']	[0.804]	[0.842]
