Contig	Start	End	Strand	Pos
NZ_FO818640.1	405	1175	-1	1
NZ_FO818640.1	1395	7298	1	2
NZ_FO818640.1	7295	8452	-1	3
NZ_FO818640.1	8476	9975	-1	4
NZ_FO818640.1	10037	11140	-1	5
NZ_FO818640.1	11161	11739	-1	6
NZ_FO818640.1	11732	12676	-1	7
NZ_FO818640.1	12673	14001	-1	8
NZ_FO818640.1	14262	14462	1	9
NZ_FO818640.1	14978	15253	1	10
NZ_FO818640.1	15260	15661	1	11
NZ_FO818640.1	16536	17027	-1	12
NZ_FO818640.1	17024	17302	-1	13
NZ_FO818640.1	17487	17903	1	14
NZ_FO818640.1	17891	18244	1	15
NZ_FO818640.1	19674	20399	1	16
NZ_FO818640.1	20571	20801	1	17
NZ_FO818640.1	20812	21102	-1	18
NZ_FO818640.1	21090	21437	-1	19
NZ_FO818640.1	21515	21787	-1	20
NZ_FO818640.1	22851	23084	1	21
NZ_FO818640.1	23088	23423	1	22
NZ_FO818640.1	23427	23543	-1	23
NZ_FO818640.1	23540	23818	-1	24
NZ_FO818640.1	24263	24508	1	25
NZ_FO818640.1	24505	25005	1	26
NZ_FO818640.1	25234	25446	1	27
NZ_FO818640.1	26453	26899	-1	28
NZ_FO818640.1	26978	27145	1	29
NZ_FO818640.1	27200	27769	-1	30
NZ_FO818640.1	28022	28237	-1	31
NZ_FO818640.1	28246	28482	-1	32
NZ_FO818640.1	28612	29259	-1	33
NZ_FO818640.1	29532	29708	1	34
NZ_FO818640.1	29746	30144	-1	35
NZ_FO818640.1	30350	30883	-1	36
NZ_FO818640.1	30876	31205	-1	37
NZ_FO818640.1	31884	32504	-1	38
NZ_FO818640.1	33039	33233	-1	39
NZ_FO818640.1	33220	33702	-1	40
NZ_FO818640.1	33737	33991	-1	41
NZ_FO818640.1	34560	34805	1	42
NZ_FO818640.1	34802	35014	1	43
NZ_FO818640.1	35289	36215	-1	44
NZ_FO818640.1	36888	37733	1	45
NZ_FO818640.1	37730	38386	-1	46
NZ_FO818640.1	38445	39626	-1	47
NZ_FO818640.1	39671	41251	-1	48
NZ_FO818640.1	41443	43029	1	49
