Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
Cas5_3_CAS-I-B	NC_014534.1_250	212	174	7.099999999999998e-86	285.1	290779	291414	NC_014534.1	250	0.8207547169811321	1.0	-1
Cas5_3_CAS-I-B	NC_014534.1_71	349	174	0.14	10.7	101929	102975	NC_014534.1	71	0.3524355300859599	0.4885057471264368	-1
Csx3_3_CAS-I-III	NC_014501.1_4973	102	79	7e-09	34.1	5441052	5441357	NC_014501.1	4973	0.5882352941176471	0.7468354430379747	1
Csx1_20_CAS-III	NC_014533.1_308	137	379	0.066	10.6	468240	468650	NC_014533.1	308	0.48175182481751827	0.16886543535620052	1
PrimPol_1_CAS-I-II-III-IV-V-VI	NC_014534.1_104	478	130	0.07200000000000001	11.8	135570	137003	NC_014534.1	104	0.09623430962343096	0.3769230769230769	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NC_014533.1_26	201	179	4.2999999999999995e-36	123.4	48014	48616	NC_014533.1	26	0.8756218905472637	0.994413407821229	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NC_014501.1_3009	267	179	0.00015	20.7	3346444	3347244	NC_014501.1	3009	0.5131086142322098	0.6927374301675978	1
Cas4_0_CAS-I-II-III-IV-V-VI	NC_014501.1_516	219	179	0.00026000000000000003	19.9	580648	581304	NC_014501.1	516	0.3926940639269406	0.48044692737430167	1
Cas4_0_CAS-I-II-III-IV-V-VI	NC_014501.1_310	491	179	0.022000000000000002	13.6	346126	347598	NC_014501.1	310	0.24236252545824846	0.6871508379888268	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NC_014501.1_5348	214	179	0.039	12.8	5836283	5836924	NC_014501.1	5348	0.2523364485981308	0.3128491620111732	1
Cas3-Cas2_0_IF	NC_014533.1_31	713	1110	0.0028	14.1	54275	56413	NC_014533.1	31	0.09817671809256662	0.06576576576576576	-1
gRAMP_0_CAS-III-E	NC_014533.1_17	262	1610	0.0025	14.0	28346	29131	NC_014533.1	17	0.33587786259541985	0.055900621118012424	1
Csm3gr7_12_CAS-III-A-III-D	NC_014533.1_17	262	199	7.8e-20	70.7	28346	29131	NC_014533.1	17	0.9427480916030534	0.9899497487437185	1
Csm3gr7_12_CAS-III-A-III-D	NC_014534.1_210	696	199	1.2e-15	57.0	249107	251194	NC_014534.1	210	0.43103448275862066	0.49748743718592964	1
Csm3gr7_12_CAS-III-A-III-D	NC_014533.1_570	696	199	1.3e-14	53.7	832946	835033	NC_014533.1	570	0.5488505747126436	0.9798994974874372	-1
Csm3gr7_12_CAS-III-A-III-D	NC_014533.1_572	343	199	1e-13	50.7	835515	836543	NC_014533.1	572	0.9067055393586005	0.9849246231155779	-1
Csm3gr7_12_CAS-III-A-III-D	NC_014534.1_208	342	199	1.1e-13	50.5	247593	248618	NC_014534.1	208	0.9093567251461988	0.9849246231155779	1
Csm3gr7_12_CAS-III-A-III-D	NC_014533.1_19	547	199	0.0049	15.8	29551	31191	NC_014533.1	19	0.37294332723948814	0.271356783919598	1
Cas9_1_II	NC_014501.1_247	145	1120	0.0083	12.8	277528	277962	NC_014501.1	247	0.3448275862068966	0.049107142857142856	1
Cas9_1_II	NC_014501.1_381	163	1120	0.017	11.8	419431	419919	NC_014501.1	381	0.20245398773006135	0.030357142857142857	1
Cas9_1_II	NC_014501.1_1493	84	1120	0.018000000000000002	11.7	1638610	1638861	NC_014501.1	1493	0.5833333333333334	0.048214285714285716	1
Cmr6gr7_1_CAS-III-B-III-C	NC_014534.1_210	696	218	1.2e-17	63.0	249107	251194	NC_014534.1	210	0.2801724137931034	0.7247706422018348	1
Cmr6gr7_1_CAS-III-B-III-C	NC_014533.1_570	696	218	2.4e-17	62.0	832946	835033	NC_014533.1	570	0.22126436781609196	0.7247706422018348	-1
Cmr6gr7_1_CAS-III-B-III-C	NC_014533.1_572	343	218	0.0037	15.6	835515	836543	NC_014533.1	572	0.14868804664723032	0.23394495412844038	-1
Cmr6gr7_1_CAS-III-B-III-C	NC_014534.1_208	342	218	0.0043	15.4	247593	248618	NC_014534.1	208	0.14327485380116958	0.39908256880733944	1
Cmr6gr7_1_CAS-III-B-III-C	NC_014533.1_19	547	218	0.017	13.4	29551	31191	NC_014533.1	19	0.09323583180987204	0.23853211009174313	1
Cas10_0_III	NC_014533.1_574	967	414	0.00018999999999999998	19.2	837711	840611	NC_014533.1	574	0.09513960703205791	0.19082125603864733	-1
Cas10_0_III	NC_014534.1_206	967	414	0.001	16.7	243525	246425	NC_014534.1	206	0.10031023784901758	0.21980676328502416	1
Csm3gr7_0_CAS-III-A-III-D	NC_014533.1_17	262	210	6.9e-07	27.6	28346	29131	NC_014533.1	17	0.5152671755725191	0.6666666666666666	1
Csm3gr7_0_CAS-III-A-III-D	NC_014533.1_19	547	210	0.006999999999999999	14.6	29551	31191	NC_014533.1	19	0.04570383912248629	0.11428571428571428	1
Csm3gr7_0_CAS-III-A-III-D	NC_014533.1_572	343	210	0.015	13.5	835515	836543	NC_014533.1	572	0.22157434402332363	0.35714285714285715	-1
Csm3gr7_0_CAS-III-A-III-D	NC_014533.1_570	696	210	0.025	12.8	832946	835033	NC_014533.1	570	0.09913793103448276	0.3	-1
Csm3gr7_0_CAS-III-A-III-D	NC_014534.1_210	696	210	0.033	12.4	249107	251194	NC_014534.1	210	0.09913793103448276	0.3	1
Csx3_2_CAS-I-III	NC_014501.1_4973	102	277	7.9e-17	59.9	5441052	5441357	NC_014501.1	4973	0.7549019607843137	0.2743682310469314	1
Csx3_2_CAS-I-III	NC_014501.1_2781	453	277	1.4000000000000001e-05	23.0	3101965	3103323	NC_014501.1	2781	0.10375275938189846	0.09386281588447654	-1
Csx3_2_CAS-I-III	NC_014501.1_3289	209	277	0.0013	16.6	3655572	3656198	NC_014501.1	3289	0.11004784688995216	0.08303249097472924	1
Csx3_2_CAS-I-III	NC_014501.1_3922	818	277	0.003	15.4	4352077	4354530	NC_014501.1	3922	0.0941320293398533	0.26714801444043323	1
Csx3_2_CAS-I-III	NC_014501.1_4707	505	277	0.01	13.6	5152017	5153531	NC_014501.1	4707	0.061386138613861385	0.11191335740072202	-1
