Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NC_014501.1	NC_014501.1@35	3346444	3347244	False	0%	33%	I-A	2.0	['Cas4_0_CAS-I-II-III-IV-V-VI']	[3009]	['1.50e-04']	[0.513]	[0.693]
NC_014533.1	NC_014533.1@3	306136	309743	False	0%	NA	III-A	1.0	['2OG_0_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']	[223, 226]	['6.90e-86', '4.40e-06']	[0.891, 0.677]	[0.971, 0.5]
NC_014501.1	NC_014501.1@12	696639	698267	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[620]	['6.40e-04']	[0.379]	[0.336]
NC_014534.1	NC_014534.1@7	273243	274871	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[232]	['1.70e-59']	[0.483]	[0.876]
NC_014502.1	NC_014502.1@4	260242	260856	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[266]	['2.80e-04']	[0.317]	[0.338]
NC_014535.1	NC_014535.1@1	9016	9327	False	0%	NA	III-B	1.0	['CorA_1_CAS-III-B']	[8]	['6.50e-03']	[0.644]	[0.464]
NC_014501.1	NC_014501.1@33	3117185	3119080	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2796]	['5.50e-51']	[0.354]	[0.735]
NC_014501.1	NC_014501.1@52	4100239	4100937	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3680]	['4.10e-06']	[0.489]	[0.345]
NC_014533.1	NC_014533.1@5	489191	491112	False	0%	67%	I-A	5.0	['Cas2_2_CAS-I-II-III-IV-V-VI', 'Cas1_0_CAS-I-II-III-IV-V-VI', 'Csx18_0_CAS-I-III']	[329, 330, 331]	['9.10e-30', '2.00e-90', '4.40e-36']	[0.828, 0.955, 0.979]	[0.975, 0.994, 0.979]
NC_014501.1	NC_014501.1@16	1053309	1054013	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[965]	['2.40e-06']	[0.723]	[0.606]
NC_014501.1	NC_014501.1@43	3867560	3868222	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[3471]	['1.40e-16']	[0.403]	[0.968]
