Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
Csx3_3_CAS-I-III	NC_019779.1_534	333	79	0.03	12.0	580810	581808	NC_019779.1	534	0.1921921921921922	0.810126582278481	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NC_019779.1_691	196	179	1.7e-45	153.2	767094	767681	NC_019779.1	691	0.9030612244897959	1.0	1
Cas4_0_CAS-I-II-III-IV-V-VI	NC_019779.1_1897	213	179	3.3e-07	28.5	2084807	2085445	NC_019779.1	1897	0.539906103286385	0.6759776536312849	1
Cas4_0_CAS-I-II-III-IV-V-VI	NC_019779.1_3848	262	179	1.2e-05	23.4	4178235	4179020	NC_019779.1	3848	0.6068702290076335	0.8044692737430168	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NC_019779.1_1385	843	179	1.8e-05	22.8	1512479	1515007	NC_019779.1	1385	0.18861209964412812	0.8212290502793296	-1
gRAMP_0_CAS-III-E	NC_019779.1_688	346	1610	2.5e-24	82.7	764168	765205	NC_019779.1	688	0.8988439306358381	0.20496894409937888	1
gRAMP_0_CAS-III-E	NC_019779.1_680	220	1610	7.3e-09	31.5	757513	758172	NC_019779.1	680	0.4954545454545455	0.07142857142857142	1
gRAMP_0_CAS-III-E	NC_019779.1_684	281	1610	1e-06	24.4	761138	761980	NC_019779.1	684	0.5516014234875445	0.3826086956521739	1
gRAMP_0_CAS-III-E	NC_019779.1_686	322	1610	0.00029	16.3	762691	763656	NC_019779.1	686	0.5093167701863354	0.1372670807453416	1
Csm3gr7_12_CAS-III-A-III-D	NC_019779.1_686	322	199	1.3000000000000002e-28	98.5	762691	763656	NC_019779.1	686	0.6242236024844721	0.9949748743718593	1
Csm3gr7_12_CAS-III-A-III-D	NC_019779.1_684	281	199	4.5e-23	80.4	761138	761980	NC_019779.1	684	0.8398576512455516	1.0	1
Csm3gr7_12_CAS-III-A-III-D	NC_019779.1_680	220	199	2.0000000000000002e-20	71.8	757513	758172	NC_019779.1	680	0.8181818181818182	0.9949748743718593	1
Csm3gr7_12_CAS-III-A-III-D	NC_019779.1_1330	284	199	1.7000000000000002e-18	65.5	1464119	1464970	NC_019779.1	1330	0.9647887323943662	0.9899497487437185	1
Csm3gr7_12_CAS-III-A-III-D	NC_019779.1_688	346	199	1.1e-17	62.8	764168	765205	NC_019779.1	688	0.6416184971098265	0.864321608040201	1
Csm3gr7_12_CAS-III-A-III-D	NC_019779.1_1332	645	199	5.4e-16	57.3	1465469	1467403	NC_019779.1	1332	0.2744186046511628	0.5628140703517588	1
Csm3gr7_12_CAS-III-A-III-D	NC_019779.1_681	402	199	1.9e-06	26.1	758175	759380	NC_019779.1	681	0.5671641791044776	0.9899497487437185	1
Csm3gr7_12_CAS-III-A-III-D	NC_019779.1_3749	115	199	0.022000000000000002	12.9	4063090	4063434	NC_019779.1	3749	0.5478260869565217	0.38190954773869346	-1
Cas9_1_II	NC_019779.1_438	432	1120	0.005	12.7	488221	489516	NC_019779.1	438	0.27314814814814814	0.1	-1
Cmr6gr7_1_CAS-III-B-III-C	NC_019779.1_1332	645	218	8.699999999999999e-16	56.0	1465469	1467403	NC_019779.1	1332	0.2310077519379845	0.7247706422018348	1
Cmr6gr7_1_CAS-III-B-III-C	NC_019779.1_1330	284	218	6.099999999999999e-08	30.4	1464119	1464970	NC_019779.1	1330	0.22535211267605634	0.28440366972477066	1
Cmr6gr7_1_CAS-III-B-III-C	NC_019779.1_686	322	218	1.3000000000000001e-05	22.8	762691	763656	NC_019779.1	686	0.39751552795031053	0.463302752293578	1
Cmr6gr7_1_CAS-III-B-III-C	NC_019779.1_688	346	218	0.00028	18.4	764168	765205	NC_019779.1	688	0.21965317919075145	0.28440366972477066	1
Cmr6gr7_1_CAS-III-B-III-C	NC_019779.1_684	281	218	0.01	13.3	761138	761980	NC_019779.1	684	0.25622775800711745	0.24770642201834864	1
Cas10_0_III	NC_019779.1_679	745	414	5.2e-55	184.8	755282	757516	NC_019779.1	679	0.7208053691275168	0.9806763285024155	1
Csm3gr7_0_CAS-III-A-III-D	NC_019779.1_684	281	210	7.899999999999999e-73	242.2	761138	761980	NC_019779.1	684	0.7900355871886121	0.9952380952380953	1
Csm3gr7_0_CAS-III-A-III-D	NC_019779.1_686	322	210	1.6999999999999998e-28	97.4	762691	763656	NC_019779.1	686	0.65527950310559	0.9619047619047619	1
Csm3gr7_0_CAS-III-A-III-D	NC_019779.1_680	220	210	1.2e-20	71.7	757513	758172	NC_019779.1	680	0.8318181818181818	0.9380952380952381	1
