Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NZ_ADVG01000004.1	NZ_ADVG01000004.1@27	1940070	1941866	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[1878]	['2.50e-57']	[0.437]	[0.859]
NZ_ADVG01000001.1	NZ_ADVG01000001.1@27	1728816	1729622	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1640]	['3.00e-04']	[0.379]	[0.349]
NZ_ADVG01000003.1	NZ_ADVG01000003.1@7	241326	241772	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[250]	['5.90e-03']	[0.752]	[0.439]
NZ_ADVG01000005.1	NZ_ADVG01000005.1@12	1157459	1159258	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[1117]	['8.00e-59']	[0.438]	[0.856]
NZ_ADVG01000001.1	NZ_ADVG01000001.1@20	1120842	1121654	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1101]	['4.40e-09']	[0.343]	[0.613]
NZ_ADVG01000001.1	NZ_ADVG01000001.1@57	3784731	3787577	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[3444]	['4.00e-24']	[0.375]	[0.434]
NZ_ADVG01000004.1	NZ_ADVG01000004.1@13	825078	825404	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[854]	['1.50e-16']	[0.679]	[0.678]
NZ_ADVG01000003.1	NZ_ADVG01000003.1@1	12206	12787	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[13]	['8.10e-11']	[0.552]	[0.947]
NZ_ADVG01000004.1	NZ_ADVG01000004.1@30	2170518	2173509	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI', 'WYL_0_CAS-I-II-III-IV-V-VI']	[2102, 2105]	['8.30e-03', '3.30e-44']	[0.375, 0.98]	[0.381, 0.783]
NZ_ADVG01000004.1	NZ_ADVG01000004.1@24	1633511	1634896	False	14%	0%	I-A	1.0	['Cas3_0_I']	[1598]	['1.90e-06']	[0.314]	[0.408]
NZ_ADVG01000002.1	NZ_ADVG01000002.1@25	1639148	1641532	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[1512]	['3.20e-12']	[0.374]	[0.383]
NZ_ADVG01000002.1	NZ_ADVG01000002.1@26	1671394	1672485	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1538]	['5.50e-04']	[0.321]	[0.412]
NZ_ADVG01000001.1	NZ_ADVG01000001.1@16	817383	818312	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[812]	['1.70e-07']	[0.426]	[0.461]
NZ_ADVG01000002.1	NZ_ADVG01000002.1@20	1227469	1228338	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[1131]	['6.00e-08']	[0.748]	[0.671]
NZ_ADVG01000003.1	NZ_ADVG01000003.1@23	1362343	1363206	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1272]	['7.40e-04']	[0.399]	[0.391]
NZ_ADVG01000002.1	NZ_ADVG01000002.1@29	1946928	1949528	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[1766]	['4.10e-24']	[0.389]	[0.488]
NZ_ADVG01000002.1	NZ_ADVG01000002.1@5	516907	518703	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[493]	['1.20e-58']	[0.439]	[0.856]
