Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
Csx3_3_CAS-I-III	NZ_ADVG01000001.1_2457	401	79	8.199999999999999e-16	57.2	2629529	2630731	NZ_ADVG01000001.1	2457	0.2344139650872818	0.9367088607594937	-1
Csx1_20_CAS-III	NZ_ADVG01000001.1_1482	142	379	0.1	10.9	1556300	1556725	NZ_ADVG01000001.1	1482	0.3591549295774648	0.12928759894459102	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_ADVG01000001.1_2443	203	179	8.7e-34	116.7	2610478	2611086	NZ_ADVG01000001.1	2443	0.8916256157635468	1.0	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_ADVG01000001.1_2759	186	179	2e-18	66.7	3002169	3002726	NZ_ADVG01000001.1	2759	0.6505376344086021	0.6759776536312849	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_ADVG01000002.1_733	960	179	5e-10	39.4	807857	810736	NZ_ADVG01000002.1	733	0.18645833333333334	0.9497206703910615	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_ADVG01000002.1_1594	1068	179	8e-07	28.9	1742101	1745304	NZ_ADVG01000002.1	1594	0.18258426966292135	0.994413407821229	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_ADVG01000001.1_897	355	179	0.085	12.5	898177	899241	NZ_ADVG01000001.1	897	0.12394366197183099	0.26256983240223464	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_ADVG01000002.1_1955	1234	179	0.13	11.9	2147076	2150777	NZ_ADVG01000002.1	1955	0.05672609400324149	0.3854748603351955	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_ADVG01000001.1_2462	335	199	9.7e-23	81.0	2636162	2637166	NZ_ADVG01000001.1	2462	0.9492537313432836	0.9899497487437185	1
Csm3gr7_12_CAS-III-A-III-D	NZ_ADVG01000001.1_2459	350	199	4.8e-14	52.7	2631804	2632853	NZ_ADVG01000001.1	2459	0.46285714285714286	0.9949748743718593	1
Csm3gr7_12_CAS-III-A-III-D	NZ_ADVG01000001.1_2464	428	199	1.7e-11	44.3	2637624	2638907	NZ_ADVG01000001.1	2464	0.4649532710280374	0.9597989949748744	1
Cas9_1_II	NZ_ADVG01000001.1_1880	254	1120	0.013000000000000001	13.1	1969873	1970634	NZ_ADVG01000001.1	1880	0.1377952755905512	0.03125	1
Cas9_1_II	NZ_ADVG01000004.1_656	439	1120	0.019	12.5	606350	607666	NZ_ADVG01000004.1	656	0.16400911161731208	0.06607142857142857	-1
Cmr6gr7_1_CAS-III-B-III-C	NZ_ADVG01000001.1_2464	428	218	4.5999999999999995e-48	163.3	2637624	2638907	NZ_ADVG01000001.1	2464	0.5514018691588785	0.9678899082568807	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_ADVG01000001.1_2462	335	218	0.017	14.3	2636162	2637166	NZ_ADVG01000001.1	2462	0.2208955223880597	0.3532110091743119	1
Cas7_2_CAS-I-B	NZ_ADVG01000003.1_1896	133	295	0.0029	16.4	2001450	2001848	NZ_ADVG01000003.1	1896	0.6691729323308271	0.2983050847457627	1
Cas7_3_CAS-I-B	NZ_ADVG01000002.1_669	1290	351	0.12	11.1	730728	734597	NZ_ADVG01000002.1	669	0.034108527131782945	0.12535612535612536	-1
Cas6_5_IV	NZ_ADVG01000004.1_1036	83	188	0.12	11.7	1022150	1022398	NZ_ADVG01000004.1	1036	0.5783132530120482	0.24468085106382978	1
Cas10_0_III	NZ_ADVG01000001.1_2460	691	414	4.4e-05	22.1	2632850	2634922	NZ_ADVG01000001.1	2460	0.36903039073806077	0.5990338164251208	1
Csm3gr7_0_CAS-III-A-III-D	NZ_ADVG01000001.1_2464	428	210	2.9e-07	29.7	2637624	2638907	NZ_ADVG01000001.1	2464	0.24299065420560748	0.49047619047619045	1
Csm3gr7_0_CAS-III-A-III-D	NZ_ADVG01000001.1_2462	335	210	0.12	11.4	2636162	2637166	NZ_ADVG01000001.1	2462	0.19402985074626866	0.3142857142857143	1
Cas12e_1_CAS-V-E	NZ_ADVG01000003.1_2355	411	986	0.00031	18.2	2483398	2484630	NZ_ADVG01000003.1	2355	0.1922141119221411	0.07910750507099391	1
Cas12e_1_CAS-V-E	NZ_ADVG01000005.1_268	411	986	0.00031	18.1	244674	245906	NZ_ADVG01000005.1	268	0.19464720194647203	0.08012170385395538	1
Cas12e_1_CAS-V-E	NZ_ADVG01000003.1_2082	294	986	0.00032	18.1	2223604	2224485	NZ_ADVG01000003.1	2082	0.2891156462585034	0.08620689655172414	1
Cas12e_1_CAS-V-E	NZ_ADVG01000004.1_1892	411	986	0.00033999999999999997	18.1	1957134	1958366	NZ_ADVG01000004.1	1892	0.1922141119221411	0.07910750507099391	1
Cas12e_1_CAS-V-E	NZ_ADVG01000004.1_1493	438	986	0.00041	17.8	1519777	1521090	NZ_ADVG01000004.1	1493	0.182648401826484	0.08012170385395538	1
Cas12e_1_CAS-V-E	NZ_ADVG01000002.1_457	150	986	0.00053	17.4	482415	482864	NZ_ADVG01000002.1	457	0.5133333333333333	0.07707910750507099	-1
Cas12e_1_CAS-V-E	NZ_ADVG01000002.1_43	377	986	0.00056	17.3	46226	47356	NZ_ADVG01000002.1	43	0.20954907161803712	0.07910750507099391	-1
Cas12e_1_CAS-V-E	NZ_ADVG01000004.1_1430	402	986	0.00062	17.2	1447192	1448397	NZ_ADVG01000004.1	1430	0.25870646766169153	0.10446247464503043	1
