Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NZ_ABYK01000001.1	NZ_ABYK01000001.1@2	37540	38511	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[27]	['5.20e-03']	[0.364]	[0.401]
NZ_ABYK01000072.1	NZ_ABYK01000072.1@1	2644	17916	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B', 'TPR_0_CAS-III-B', 'TPR_0_CAS-III-B', 'TPR_0_CAS-III-B']	[4, 6, 9, 11]	['8.70e-47', '5.80e-47', '1.80e-68', '4.70e-38']	[0.384, 0.364, 0.854, 0.725]	[0.334, 0.414, 0.412, 0.404]
NZ_ABYK01000079.1	NZ_ABYK01000079.1@1	97	2862	False	0%	67%	I-A	3.0	['Csm6_2_CAS-III', 'Cas1_0_I-II-III', 'Cas2_11_CAS-I-II-III-IV-V-VI']	[1, 2, 3]	['8.90e-46', '1.40e-88', '1.10e-22']	[0.499, 0.957, 0.716]	[0.984, 0.942, 0.944]
NZ_ABYK01000064.1	NZ_ABYK01000064.1@1	10107	11504	False	14%	0%	I-A	1.0	['Cas3_0_I']	[6]	['5.00e-10']	[0.562]	[0.749]
NZ_ABYK01000036.1	NZ_ABYK01000036.1@1	49259	50749	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[40]	['2.90e-61']	[0.527]	[0.893]
NZ_ABYK01000014.1	NZ_ABYK01000014.1@1	31939	34311	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[24]	['1.10e-09']	[0.497]	[0.441]
NZ_ABYK01000048.1	NZ_ABYK01000048.1@1	17452	17766	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[20]	['9.60e-14']	[0.743]	[0.737]
NZ_ABYK01000042.1	NZ_ABYK01000042.1@2	43496	44782	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[45]	['1.20e-05']	[0.38]	[0.373]
NZ_ABYK01000005.1	NZ_ABYK01000005.1@2	65505	66245	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[66]	['7.10e-03']	[0.32]	[0.404]
NZ_ABYK01000032.1	NZ_ABYK01000032.1@1	5026	6135	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[8]	['1.50e-09']	[0.797]	[0.849]
NZ_ABYK01000046.1	NZ_ABYK01000046.1@1	7610	8248	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[11]	['2.40e-04']	[0.554]	[0.354]
NZ_ABYK01000068.1	NZ_ABYK01000068.1@1	8420	10960	False	0%	0%	I-A	0.0	['RT_0_CAS-I-II-III-IV-V-VI', 'RT_0_CAS-III-AM-III-B']	[11, 12]	['1.30e-21', '2.30e-17']	[0.323, 0.656]	[0.446, 0.352]
NZ_ABYK01000025.1	NZ_ABYK01000025.1@2	62567	67072	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B', 'RT_0_CAS-III-AM-III-B']	[54, 57]	['2.50e-54', '1.20e-54']	[0.519, 0.662]	[0.755, 0.678]
NZ_ABYK01000003.1	NZ_ABYK01000003.1@4	199033	199947	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[192]	['3.90e-14']	[0.646]	[0.385]
