Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
Csx3_3_CAS-I-III	NZ_ABYK01000005.1_116	310	79	3.8999999999999994e-36	121.1	126802	127731	NZ_ABYK01000005.1	116	0.24516129032258063	0.9746835443037974	-1
Cas8b1_10_CAS-I-B	NZ_ABYK01000085.1_1	141	567	0.0034	14.3	3	425	NZ_ABYK01000085.1	1	0.5460992907801419	0.14109347442680775	1
Cas8b1_3_CAS-I-B	NZ_ABYK01000024.1_58	81	594	0.021	11.8	80995	81237	NZ_ABYK01000024.1	58	0.8024691358024691	0.11784511784511785	-1
Csx1_20_CAS-III	NZ_ABYK01000110.1_2	387	379	1.3999999999999997e-48	163.9	2523	3683	NZ_ABYK01000110.1	2	0.9457364341085271	0.899736147757256	1
Csx1_20_CAS-III	NZ_ABYK01000035.1_33	333	379	0.032	11.3	35950	36948	NZ_ABYK01000035.1	33	0.17117117117117117	0.14775725593667546	1
PrimPol_1_CAS-I-II-III-IV-V-VI	NZ_ABYK01000056.1_5	357	130	0.045	12.1	5586	6656	NZ_ABYK01000056.1	5	0.12324929971988796	0.3153846153846154	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_ABYK01000003.1_172	1071	179	2.9e-15	55.2	175919	179131	NZ_ABYK01000003.1	172	0.1895424836601307	0.9888268156424581	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_ABYK01000003.1_173	884	179	4.2999999999999995e-06	25.3	179170	181821	NZ_ABYK01000003.1	173	0.20588235294117646	0.9385474860335196	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_ABYK01000023.1_11	228	179	0.031	12.7	13898	14581	NZ_ABYK01000023.1	11	0.3157894736842105	0.39664804469273746	1
Cas3-Cas2_0_IF	NZ_ABYK01000083.1_11	315	1110	0.0067	12.5	7421	8365	NZ_ABYK01000083.1	11	0.2857142857142857	0.04864864864864865	1
gRAMP_0_CAS-III-E	NZ_ABYK01000110.1_1	806	1610	2.3999999999999999e-32	109.9	21	2438	NZ_ABYK01000110.1	1	0.533498759305211	0.24596273291925466	1
gRAMP_0_CAS-III-E	NZ_ABYK01000052.1_26	293	1610	2.8999999999999997e-17	59.8	34877	35755	NZ_ABYK01000052.1	26	0.764505119453925	0.1391304347826087	1
Csm3gr7_12_CAS-III-A-III-D	NZ_ABYK01000110.1_1	806	199	1.7999999999999998e-31	108.3	21	2438	NZ_ABYK01000110.1	1	0.6550868486352357	1.0	1
Csm3gr7_12_CAS-III-A-III-D	NZ_ABYK01000052.1_26	293	199	8.5e-27	93.1	34877	35755	NZ_ABYK01000052.1	26	0.6552901023890785	0.9899497487437185	1
Csm3gr7_12_CAS-III-A-III-D	NZ_ABYK01000052.1_25	811	199	1.1000000000000001e-16	60.0	32441	34873	NZ_ABYK01000052.1	25	0.4315659679408138	0.9949748743718593	1
Csm3gr7_12_CAS-III-A-III-D	NZ_ABYK01000052.1_4	315	199	2.3e-16	59.0	4311	5255	NZ_ABYK01000052.1	4	0.7746031746031746	0.9949748743718593	1
Csm3gr7_12_CAS-III-A-III-D	NZ_ABYK01000031.1_26	263	199	3.1e-15	55.3	23538	24326	NZ_ABYK01000031.1	26	0.9467680608365019	0.9899497487437185	1
Csm3gr7_12_CAS-III-A-III-D	NZ_ABYK01000031.1_28	655	199	6.6e-13	47.7	24742	26706	NZ_ABYK01000031.1	28	0.2641221374045801	0.4824120603015075	1
Csm3gr7_12_CAS-III-A-III-D	NZ_ABYK01000052.1_6	424	199	3.8e-10	38.7	6317	7588	NZ_ABYK01000052.1	6	0.5636792452830188	0.5025125628140703	1
Csm3gr7_12_CAS-III-A-III-D	NZ_ABYK01000031.1_25	75	199	2.4e-08	32.8	23204	23428	NZ_ABYK01000031.1	25	0.6	0.22613065326633167	1
Cas9_1_II	NZ_ABYK01000006.1_86	531	1120	0.0018	14.7	75622	77214	NZ_ABYK01000006.1	86	0.08662900188323917	0.045535714285714284	-1
Cas9_1_II	NZ_ABYK01000013.1_23	145	1120	0.0024	14.3	19688	20122	NZ_ABYK01000013.1	23	0.32413793103448274	0.04642857142857143	1
Cas9_1_II	NZ_ABYK01000068.1_16	163	1120	0.0029	14.0	15565	16053	NZ_ABYK01000068.1	16	0.2883435582822086	0.04642857142857143	1
Cas9_1_II	NZ_ABYK01000029.1_52	397	1120	0.003	14.0	37915	39105	NZ_ABYK01000029.1	52	0.11838790931989925	0.04642857142857143	1
Cas9_1_II	NZ_ABYK01000006.1_186	185	1120	0.0051	13.2	174735	175289	NZ_ABYK01000006.1	186	0.2594594594594595	0.04732142857142857	1
Cas9_1_II	NZ_ABYK01000015.1_25	174	1120	0.0062	12.9	27211	27732	NZ_ABYK01000015.1	25	0.26436781609195403	0.045535714285714284	-1
Cas9_1_II	NZ_ABYK01000008.1_128	163	1120	0.0066	12.8	145280	145768	NZ_ABYK01000008.1	128	0.2883435582822086	0.04642857142857143	-1
Cas9_1_II	NZ_ABYK01000032.1_22	163	1120	0.011000000000000001	12.1	25898	26386	NZ_ABYK01000032.1	22	0.2822085889570552	0.045535714285714284	-1
Cas9_1_II	NZ_ABYK01000028.1_34	604	1120	0.012	11.9	38995	40806	NZ_ABYK01000028.1	34	0.07781456953642384	0.04642857142857143	-1
Cas9_1_II	NZ_ABYK01000015.1_81	165	1120	0.013000000000000001	11.8	78620	79114	NZ_ABYK01000015.1	81	0.2787878787878788	0.045535714285714284	-1
Cas9_1_II	NZ_ABYK01000002.1_175	344	1120	0.017	11.5	215964	216995	NZ_ABYK01000002.1	175	0.13372093023255813	0.045535714285714284	-1
Cas9_1_II	NZ_ABYK01000025.1_59	139	1120	0.018000000000000002	11.4	67491	67907	NZ_ABYK01000025.1	59	0.31654676258992803	0.04375	1
Cas9_1_II	NZ_ABYK01000022.1_9	593	1120	0.024	11.0	10326	12104	NZ_ABYK01000022.1	9	0.15345699831365936	0.08571428571428572	-1
Cas9_1_II	NZ_ABYK01000006.1_41	588	1120	0.028999999999999998	10.7	32574	34337	NZ_ABYK01000006.1	41	0.0782312925170068	0.045535714285714284	1
Cas9_1_II	NZ_ABYK01000013.1_118	588	1120	0.032	10.6	132594	134357	NZ_ABYK01000013.1	118	0.0782312925170068	0.045535714285714284	1
Cas9_1_II	NZ_ABYK01000060.1_6	604	1120	0.034	10.5	5528	7339	NZ_ABYK01000060.1	6	0.17052980132450332	0.1	-1
Cas9_1_II	NZ_ABYK01000006.1_90	145	1120	0.035	10.4	80935	81369	NZ_ABYK01000006.1	90	0.31724137931034485	0.045535714285714284	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_ABYK01000031.1_28	655	218	4.4000000000000005e-16	57.5	24742	26706	NZ_ABYK01000031.1	28	0.22442748091603054	0.7201834862385321	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_ABYK01000052.1_4	315	218	2.7000000000000004e-06	25.5	4311	5255	NZ_ABYK01000052.1	4	0.346031746031746	0.46788990825688076	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_ABYK01000052.1_26	293	218	1.6e-05	22.9	34877	35755	NZ_ABYK01000052.1	26	0.21160409556313994	0.1926605504587156	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_ABYK01000052.1_6	424	218	0.0011	16.9	6317	7588	NZ_ABYK01000052.1	6	0.17452830188679244	0.3211009174311927	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_ABYK01000052.1_25	811	218	0.037000000000000005	12.0	32441	34873	NZ_ABYK01000052.1	25	0.06165228113440197	0.22935779816513763	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_ABYK01000031.1_25	75	218	0.040999999999999995	11.8	23204	23428	NZ_ABYK01000031.1	25	0.3466666666666667	0.11926605504587157	1
Cas6f_1_CAS-I-II-III-IV-V-VI	NZ_ABYK01000024.1_50	589	185	0.055	11.9	72991	74757	NZ_ABYK01000024.1	50	0.1494057724957555	0.3783783783783784	-1
Cas10_0_III	NZ_ABYK01000052.1_24	586	414	3.9999999999999997e-122	406.4	30668	32425	NZ_ABYK01000052.1	24	0.7713310580204779	0.9975845410628019	1
Cas10_0_III	NZ_ABYK01000052.1_2	771	414	1.2999999999999999e-11	42.5	1468	3780	NZ_ABYK01000052.1	2	0.3022049286640726	0.5748792270531401	1
Cas10_0_III	NZ_ABYK01000031.1_23	1110	414	0.032	11.5	18714	22043	NZ_ABYK01000031.1	23	0.12702702702702703	0.2898550724637681	1
Csm3gr7_0_CAS-III-A-III-D	NZ_ABYK01000052.1_26	293	210	6e-23	79.8	34877	35755	NZ_ABYK01000052.1	26	0.6143344709897611	0.7571428571428571	1
Csm3gr7_0_CAS-III-A-III-D	NZ_ABYK01000052.1_4	315	210	1.9000000000000003e-21	74.9	4311	5255	NZ_ABYK01000052.1	4	0.6222222222222222	0.9333333333333333	1
Csm3gr7_0_CAS-III-A-III-D	NZ_ABYK01000110.1_1	806	210	1.6e-12	45.7	21	2438	NZ_ABYK01000110.1	1	0.13895781637717122	0.5238095238095238	1
Csm3gr7_0_CAS-III-A-III-D	NZ_ABYK01000052.1_6	424	210	2.5e-06	25.5	6317	7588	NZ_ABYK01000052.1	6	0.15566037735849056	0.3238095238095238	1
Csm3gr7_0_CAS-III-A-III-D	NZ_ABYK01000052.1_25	811	210	0.00013000000000000002	19.9	32441	34873	NZ_ABYK01000052.1	25	0.16399506781750925	0.5666666666666667	1
Cas12e_1_CAS-V-E	NZ_ABYK01000026.1_54	326	986	0.026000000000000002	10.6	53473	54450	NZ_ABYK01000026.1	54	0.3220858895705521	0.10649087221095335	-1
Cas12e_1_CAS-V-E	NZ_ABYK01000019.1_67	258	986	0.028999999999999998	10.4	70651	71424	NZ_ABYK01000019.1	67	0.4108527131782946	0.1075050709939148	1
Csx3_2_CAS-I-III	NZ_ABYK01000005.1_116	310	277	1.4999999999999998e-91	304.6	126802	127731	NZ_ABYK01000005.1	116	0.9225806451612903	0.9747292418772563	-1
Csx3_2_CAS-I-III	NZ_ABYK01000073.1_6	454	277	4.2000000000000004e-06	24.4	4172	5533	NZ_ABYK01000073.1	6	0.11233480176211454	0.11191335740072202	-1
Csx3_2_CAS-I-III	NZ_ABYK01000011.1_83	333	277	7.8e-05	20.2	67232	68230	NZ_ABYK01000011.1	83	0.2072072072072072	0.22382671480144403	-1
Csx3_2_CAS-I-III	NZ_ABYK01000021.1_21	223	277	0.00064	17.2	32290	32958	NZ_ABYK01000021.1	21	0.11210762331838565	0.09025270758122744	1
Csx3_2_CAS-I-III	NZ_ABYK01000035.1_49	854	277	0.00081	16.9	49435	51996	NZ_ABYK01000035.1	49	0.10187353629976581	0.3212996389891697	-1
Csx3_2_CAS-I-III	NZ_ABYK01000013.1_81	611	277	0.00084	16.8	87420	89252	NZ_ABYK01000013.1	81	0.07692307692307693	0.09025270758122744	-1
Csx3_2_CAS-I-III	NZ_ABYK01000036.1_15	278	277	0.0094	13.4	23816	24649	NZ_ABYK01000036.1	15	0.1618705035971223	0.1624548736462094	-1
Csx3_2_CAS-I-III	NZ_ABYK01000009.1_123	470	277	0.013999999999999999	12.8	138006	139415	NZ_ABYK01000009.1	123	0.10212765957446808	0.1624548736462094	1
Csx3_2_CAS-I-III	NZ_ABYK01000006.1_102	640	277	0.034	11.5	95619	97538	NZ_ABYK01000006.1	102	0.046875	0.10830324909747292	-1
WYL_3_CAS-I-II-III-IV-V-VI	NZ_ABYK01000005.1_117	487	172	5.6999999999999996e-05	21.6	127817	129277	NZ_ABYK01000005.1	117	0.4127310061601643	0.8546511627906976	1
Cmr3gr5_0_CAS-III-B-III-C	NZ_ABYK01000025.1_32	256	373	0.00021	18.4	35932	36699	NZ_ABYK01000025.1	32	0.3671875	0.24932975871313673	-1
Cas4_6_CAS-I-II-III-IV-V-VI	NZ_ABYK01000003.1_172	1071	292	0.038	11.7	175919	179131	NZ_ABYK01000003.1	172	0.15779645191409897	0.571917808219178	-1
Cas4_6_CAS-I-II-III-IV-V-VI	NZ_ABYK01000003.1_15	151	292	0.055	11.2	11768	12220	NZ_ABYK01000003.1	15	0.4900662251655629	0.23972602739726026	1
PD_DExK_0_CAS-III-A	NZ_ABYK01000029.1_79	416	228	7.099999999999999e-05	20.7	64859	66106	NZ_ABYK01000029.1	79	0.14903846153846154	0.2719298245614035	1
Csf4_2_IVA1	NZ_ABYK01000024.1_9	593	526	0.025	11.5	11268	13046	NZ_ABYK01000024.1	9	0.08263069139966273	0.09125475285171103	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000031.1_35	655	298	5.799999999999998e-78	260.1	32480	34444	NZ_ABYK01000031.1	35	0.42290076335877863	0.9328859060402684	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000036.1_40	497	298	2.8999999999999996e-61	205.3	49259	50749	NZ_ABYK01000036.1	40	0.5271629778672032	0.8926174496644296	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000003.1_117	603	298	1.6e-59	199.6	130596	132404	NZ_ABYK01000003.1	117	0.40630182421227196	0.7651006711409396	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000017.1_24	493	298	1.9e-55	186.2	26854	28332	NZ_ABYK01000017.1	24	0.4543610547667343	0.7315436241610739	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000013.1_118	588	298	2.2e-55	186.0	132594	134357	NZ_ABYK01000013.1	118	0.42517006802721086	0.8389261744966443	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000006.1_41	588	298	2.3999999999999996e-55	185.8	32574	34337	NZ_ABYK01000006.1	41	0.42517006802721086	0.8389261744966443	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000006.1_86	531	298	4.4e-55	185.0	75622	77214	NZ_ABYK01000006.1	86	0.4689265536723164	0.8355704697986577	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000025.1_57	325	298	1.1999999999999999e-54	183.6	66098	67072	NZ_ABYK01000025.1	57	0.6615384615384615	0.6778523489932886	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000015.1_85	381	298	1.7e-54	183.1	80269	81411	NZ_ABYK01000015.1	85	0.6561679790026247	0.8355704697986577	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000025.1_54	443	298	2.5e-54	182.5	62567	63895	NZ_ABYK01000025.1	54	0.5191873589164786	0.7550335570469798	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000010.1_37	604	298	4.0999999999999995e-54	181.8	29913	31724	NZ_ABYK01000010.1	37	0.41225165562913907	0.8355704697986577	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000028.1_34	604	298	7.000000000000001e-54	181.0	38995	40806	NZ_ABYK01000028.1	34	0.3791390728476821	0.7516778523489933	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000060.1_6	604	298	2.7e-53	179.1	5528	7339	NZ_ABYK01000060.1	6	0.37251655629139074	0.7348993288590604	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000022.1_9	593	298	7.099999999999999e-53	177.7	10326	12104	NZ_ABYK01000022.1	9	0.3912310286677909	0.7651006711409396	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000014.1_95	584	298	6.799999999999999e-52	174.5	117537	119288	NZ_ABYK01000014.1	95	0.4280821917808219	0.8355704697986577	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000034.1_56	568	298	2.8e-51	172.5	52717	54420	NZ_ABYK01000034.1	56	0.3996478873239437	0.7416107382550335	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000001.1_7	240	298	7e-46	154.8	5271	5990	NZ_ABYK01000001.1	7	0.9208333333333333	0.738255033557047	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000010.1_63	276	298	1.1999999999999999e-41	140.8	58193	59020	NZ_ABYK01000010.1	63	0.5942028985507246	0.5604026845637584	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000073.1_12	503	298	6.3e-39	131.9	11339	12847	NZ_ABYK01000073.1	12	0.47912524850894633	0.7785234899328859	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000046.1_34	502	298	6.299999999999999e-37	125.4	27925	29430	NZ_ABYK01000046.1	34	0.4163346613545817	0.6510067114093959	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000006.1_184	178	298	1.5999999999999999e-31	107.6	173711	174244	NZ_ABYK01000006.1	184	0.9101123595505618	0.5704697986577181	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000006.1_71	242	298	6.9e-25	85.8	63651	64376	NZ_ABYK01000006.1	71	0.49173553719008267	0.3724832214765101	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000002.1_139	272	298	3.1e-23	80.4	174249	175064	NZ_ABYK01000002.1	139	0.47794117647058826	0.41946308724832215	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000032.1_23	142	298	5.1e-23	79.7	26663	27088	NZ_ABYK01000032.1	23	0.9154929577464789	0.41946308724832215	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000029.1_52	397	298	2.7e-22	77.3	37915	39105	NZ_ABYK01000029.1	52	0.2947103274559194	0.36577181208053694	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000015.1_27	201	298	3.9e-22	76.8	29302	29904	NZ_ABYK01000015.1	27	0.7611940298507462	0.4228187919463087	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000030.1_21	425	298	4.2000000000000006e-22	76.7	21624	22898	NZ_ABYK01000030.1	21	0.2776470588235294	0.3691275167785235	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000008.1_130	137	298	5.799999999999999e-22	76.2	148256	148666	NZ_ABYK01000008.1	130	0.8540145985401459	0.40939597315436244	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000015.1_96	292	298	7.6e-22	75.9	87701	88576	NZ_ABYK01000015.1	96	0.4075342465753425	0.3691275167785235	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000015.1_26	235	298	1.3e-21	75.0	28608	29312	NZ_ABYK01000015.1	26	0.49361702127659574	0.35906040268456374	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000002.1_138	200	298	1.4000000000000002e-21	75.0	173660	174259	NZ_ABYK01000002.1	138	0.58	0.38926174496644295	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000030.1_22	137	298	1.5e-21	74.9	22888	23298	NZ_ABYK01000030.1	22	0.6934306569343066	0.3187919463087248	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000034.1_4	339	298	3.6e-19	67.1	3819	4835	NZ_ABYK01000034.1	4	0.2949852507374631	0.30201342281879195	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000015.1_97	77	298	1e-18	65.5	88566	88796	NZ_ABYK01000015.1	97	0.8701298701298701	0.22483221476510068	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000068.1_11	341	298	1.5e-18	65.0	8420	9442	NZ_ABYK01000068.1	11	0.2991202346041056	0.31208053691275167	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000022.1_44	112	298	3.3e-18	63.9	47410	47745	NZ_ABYK01000022.1	44	0.8571428571428571	0.2953020134228188	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000034.1_45	375	298	9e-18	62.5	40104	41228	NZ_ABYK01000034.1	45	0.29333333333333333	0.3422818791946309	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000068.1_12	195	298	2.3e-17	61.2	10376	10960	NZ_ABYK01000068.1	12	0.6564102564102564	0.3523489932885906	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000003.1_54	142	298	3.6e-17	60.5	50941	51366	NZ_ABYK01000003.1	54	0.7183098591549296	0.35906040268456374	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000006.1_74	199	298	9.2e-17	59.2	65239	65835	NZ_ABYK01000006.1	74	0.45226130653266333	0.30201342281879195	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000046.1_37	131	298	1.9e-12	45.0	31469	31861	NZ_ABYK01000046.1	37	0.44274809160305345	0.1912751677852349	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000006.1_185	104	298	2.1e-12	44.8	174308	174619	NZ_ABYK01000006.1	185	0.5576923076923077	0.19463087248322147	1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000030.1_31	194	298	2.2e-12	44.8	30113	30694	NZ_ABYK01000030.1	31	0.30927835051546393	0.20134228187919462	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000002.1_175	344	298	5.1999999999999995e-11	40.3	215964	216995	NZ_ABYK01000002.1	175	0.17732558139534885	0.20469798657718122	-1
RT_0_CAS-III-AM-III-B	NZ_ABYK01000001.1_191	120	298	0.0006799999999999999	16.9	258387	258746	NZ_ABYK01000001.1	191	0.38333333333333336	0.15436241610738255	-1
RT_0_CAS-I-E	NZ_ABYK01000006.1_185	104	414	0.0025	14.9	174308	174619	NZ_ABYK01000006.1	185	0.4230769230769231	0.10628019323671498	1
RT_0_CAS-I-E	NZ_ABYK01000006.1_71	242	414	0.0039	14.3	63651	64376	NZ_ABYK01000006.1	71	0.28512396694214875	0.1497584541062802	-1
RT_0_CAS-I-E	NZ_ABYK01000030.1_31	194	414	0.0096	13.0	30113	30694	NZ_ABYK01000030.1	31	0.23195876288659795	0.10869565217391304	-1
RT_0_CAS-I-E	NZ_ABYK01000006.1_86	531	414	0.013000000000000001	12.6	75622	77214	NZ_ABYK01000006.1	86	0.3370998116760829	0.3864734299516908	-1
RT_0_CAS-I-E	NZ_ABYK01000013.1_118	588	414	0.019	12.0	132594	134357	NZ_ABYK01000013.1	118	0.12244897959183673	0.1570048309178744	1
RT_0_CAS-I-E	NZ_ABYK01000006.1_41	588	414	0.02	12.0	32574	34337	NZ_ABYK01000006.1	41	0.12244897959183673	0.1570048309178744	1
RT_0_CAS-I-E	NZ_ABYK01000034.1_4	339	414	0.031	11.3	3819	4835	NZ_ABYK01000034.1	4	0.12979351032448377	0.10628019323671498	1
RT_0_CAS-I-E	NZ_ABYK01000031.1_35	655	414	0.063	10.3	32480	34444	NZ_ABYK01000031.1	35	0.12213740458015267	0.1956521739130435	1
Cas5_1_CAS-I-A	NZ_ABYK01000025.1_25	396	192	0.0078	14.1	24201	25388	NZ_ABYK01000025.1	25	0.19696969696969696	0.24479166666666666	1
Csm5gr7_1_CAS-III-A-III-D	NZ_ABYK01000052.1_6	424	369	6.499999999999999e-20	70.5	6317	7588	NZ_ABYK01000052.1	6	0.8867924528301887	0.9051490514905149	1
Csm5gr7_1_CAS-III-A-III-D	NZ_ABYK01000052.1_4	315	369	7.5e-05	20.9	4311	5255	NZ_ABYK01000052.1	4	0.24761904761904763	0.21138211382113822	1
Csm5gr7_1_CAS-III-A-III-D	NZ_ABYK01000052.1_26	293	369	0.00011999999999999999	20.2	34877	35755	NZ_ABYK01000052.1	26	0.10580204778156997	0.051490514905149054	1
Mem_DnaJ_0_CAS-III-AM	NZ_ABYK01000028.1_8	193	284	9.2e-07	26.8	10938	11516	NZ_ABYK01000028.1	8	0.32642487046632124	0.22887323943661972	-1
Mem_DnaJ_0_CAS-III-AM	NZ_ABYK01000045.1_14	255	284	6.9e-05	20.6	17490	18254	NZ_ABYK01000045.1	14	0.20784313725490197	0.20422535211267606	1
Mem_DnaJ_0_CAS-III-AM	NZ_ABYK01000020.1_53	377	284	0.00086	17.0	57978	59108	NZ_ABYK01000020.1	53	0.13262599469496023	0.19718309859154928	-1
Mem_DnaJ_0_CAS-III-AM	NZ_ABYK01000010.1_105	358	284	0.0017	16.0	102882	103955	NZ_ABYK01000010.1	105	0.1564245810055866	0.2007042253521127	-1
Mem_DnaJ_0_CAS-III-AM	NZ_ABYK01000039.1_14	159	284	0.0025	15.5	13985	14461	NZ_ABYK01000039.1	14	0.3270440251572327	0.19718309859154928	1
Mem_DnaJ_0_CAS-III-AM	NZ_ABYK01000036.1_27	237	284	0.0059	14.3	35636	36346	NZ_ABYK01000036.1	27	0.20675105485232068	0.17253521126760563	1
Mem_DnaJ_0_CAS-III-AM	NZ_ABYK01000035.1_2	327	284	0.012	13.2	1545	2525	NZ_ABYK01000035.1	2	0.1620795107033639	0.20422535211267606	1
Mem_DnaJ_0_CAS-III-AM	NZ_ABYK01000042.1_7	217	284	0.022000000000000002	12.4	6605	7255	NZ_ABYK01000042.1	7	0.17050691244239632	0.13028169014084506	1
Cas8b2_5_CAS-I-B	NZ_ABYK01000059.1_12	129	496	0.017	12.0	5666	6052	NZ_ABYK01000059.1	12	0.3875968992248062	0.09879032258064516	1
Csn2_11_CAS-II-A	NZ_ABYK01000053.1_17	646	283	0.0055	14.6	19724	21661	NZ_ABYK01000053.1	17	0.16563467492260062	0.22968197879858657	1
Cas1_1_CAS-I-II-III-IV-V-VI	NZ_ABYK01000079.1_2	325	261	1.5999999999999997e-72	242.2	1553	2527	NZ_ABYK01000079.1	2	0.7692307692307693	0.9501915708812261	1
Cas1_1_CAS-I-II-III-IV-V-VI	NZ_ABYK01000031.1_35	655	261	2.9999999999999993e-71	238.1	32480	34444	NZ_ABYK01000031.1	35	0.3969465648854962	1.0	1
Cas1_1_CAS-I-II-III-IV-V-VI	NZ_ABYK01000031.1_34	299	261	2.3e-16	58.2	31359	32255	NZ_ABYK01000031.1	34	0.5886287625418061	0.6896551724137931	-1
Cas3_1_CAS-I-D	NZ_ABYK01000004.1_11	2101	353	1.2e-13	49.2	12293	18595	NZ_ABYK01000004.1	11	0.10233222275107091	0.5892351274787535	1
Cas3_1_CAS-I-D	NZ_ABYK01000064.1_6	466	353	6.8e-06	23.6	10107	11504	NZ_ABYK01000064.1	6	0.5042918454935622	0.5325779036827195	1
Cas3_1_CAS-I-D	NZ_ABYK01000004.1_5	371	353	0.0064	13.9	2438	3550	NZ_ABYK01000004.1	5	0.2776280323450135	0.2776203966005666	1
Cas3_1_CAS-I-D	NZ_ABYK01000018.1_33	456	353	0.045	11.1	41765	43132	NZ_ABYK01000018.1	33	0.19956140350877194	0.23229461756373937	-1
SSgr11_1_CAS-III-F	NZ_ABYK01000051.1_38	64	97	0.033	12.5	36457	36648	NZ_ABYK01000051.1	38	0.5625	0.3711340206185567	-1
Cmr6gr7_3_CAS-III-B-III-C	NZ_ABYK01000052.1_4	315	250	1.3e-07	29.8	4311	5255	NZ_ABYK01000052.1	4	0.40634920634920635	0.552	1
Cas3_0_IU	NZ_ABYK01000005.1_122	1176	864	0.00018	17.8	136975	140502	NZ_ABYK01000005.1	122	0.0467687074829932	0.06018518518518518	1
Cas2_6_CAS-I-II-III-IV-V-VI	NZ_ABYK01000079.1_3	95	90	7e-16	56.7	2578	2862	NZ_ABYK01000079.1	3	0.6947368421052632	0.7222222222222222	1
Cas2_6_CAS-I-II-III-IV-V-VI	NZ_ABYK01000031.1_33	105	90	1.6e-13	49.2	31048	31362	NZ_ABYK01000031.1	33	0.7333333333333333	0.8333333333333334	-1
Cas2_6_CAS-I-II-III-IV-V-VI	NZ_ABYK01000010.1_48	837	90	0.037000000000000005	12.7	40848	43358	NZ_ABYK01000010.1	48	0.1111111111111111	0.8111111111111111	1
