Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NZ_MKZS01000001.1	NZ_MKZS01000001.1@54	3499173	3500081	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2936]	['5.30e-05']	[0.35]	[0.356]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@71	4379999	4381894	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[3659]	['6.00e-64']	[0.366]	[0.779]
NZ_MKZS01000005.1	NZ_MKZS01000005.1@1	331	2175	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2]	['1.40e-63']	[0.415]	[0.872]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@80	4806407	4808338	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3998]	['3.80e-09']	[0.399]	[0.5]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@112	7439883	7441259	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[6215]	['1.40e-64']	[0.584]	[0.883]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@48	3322948	3329971	False	0%	NA	III-B	2.0	['TPR_0_CAS-III-B', 'RT_0_CAS-III-AM-III-B']	[2769, 2773]	['2.00e-15', '7.20e-26']	[0.406, 0.348]	[0.322, 0.346]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@11	1031952	1032833	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[865]	['3.40e-06']	[0.33]	[0.936]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@124	8183664	8184137	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[6850]	['2.30e-03']	[0.557]	[0.729]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@72	4385606	4386208	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[3665]	['2.30e-57']	[0.99]	[0.956]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@42	2953178	2953690	False	0%	33%	II-A	3.0	['Csn2_10_CAS-II-A']	[2484]	['8.90e-03']	[0.637]	[0.34]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@123	8141467	8142363	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[6811]	['2.50e-05']	[0.341]	[0.84]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@62	3888661	3890211	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[3266]	['5.50e-10']	[0.402]	[0.683]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@5	512399	513196	False	0%	33%	I-A	2.0	['Cas4_0_CAS-I-II-III-IV-V-VI']	[450]	['3.10e-04']	[0.586]	[0.771]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@7	630670	640740	False	0%	NA	III-B	2.0	['RT_0_CAS-III-AM-III-B', 'TPR_0_CAS-III-B']	[548, 551]	['3.70e-63', '7.60e-09']	[0.423, 0.363]	[0.765, 0.336]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@99	6254823	6255485	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[5214]	['2.20e-04']	[0.729]	[0.793]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@45	3189979	3190998	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[2670]	['1.10e-44']	[0.726]	[0.943]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@53	3493551	3494255	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2930]	['1.40e-03']	[0.464]	[0.342]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@104	6836305	6836928	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[5697]	['5.20e-31']	[0.74]	[0.788]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@74	4458723	4459349	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[3716]	['2.70e-08']	[0.622]	[0.67]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@90	5685024	5686274	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4731]	['1.70e-10']	[0.444]	[0.637]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@43	2993486	2993845	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[2518]	['5.10e-06']	[0.633]	[0.424]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@35	2427604	2429741	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI', 'PD_DExK_1_CAS-I-II-III-IV-V-VI']	[2053, 2056]	['2.60e-65', '6.00e-31']	[0.98, 0.698]	[0.985, 0.783]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@97	6026896	6028113	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5014]	['5.10e-03']	[0.328]	[0.479]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@13	1085146	1087839	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[913]	['1.70e-09']	[0.434]	[0.369]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@9	831441	832523	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[698]	['3.30e-04']	[0.49]	[0.528]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@26	1815151	1816155	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[1546]	['2.30e-03']	[0.573]	[0.384]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@77	4725484	4730115	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[3933]	['6.30e-31']	[0.431]	[0.406]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@101	6608252	6611470	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[5512]	['2.40e-14']	[0.34]	[0.542]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@16	1172709	1173641	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[993]	['2.00e-47']	[0.775]	[0.846]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@6	604318	605922	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[524]	['3.40e-49']	[0.464]	[0.869]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@115	7551972	7553801	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[6307]	['1.70e-64']	[0.426]	[0.876]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@106	6993220	7001313	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B', 'RT_0_CAS-III-AM-III-B', 'RT_0_CAS-III-AM-III-B', 'PD_DExK_1_CAS-I-II-III-IV-V-VI']	[5831, 5833, 5834, 5836]	['4.60e-63', '4.90e-65', '2.40e-51', '2.30e-59']	[0.414, 0.436, 0.493, 0.985]	[0.862, 0.852, 0.872, 0.975]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@60	3812543	3813907	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[3205]	['4.10e-42']	[0.341]	[0.994]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@47	3273528	3278069	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[2735]	['1.40e-16']	[0.327]	[0.5]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@92	5755809	5763171	False	0%	NA	III-B	2.0	['RT_0_CAS-III-AM-III-B', 'TPR_0_CAS-III-B']	[4792, 4793]	['4.10e-48', '6.30e-155']	[0.495, 0.7]	[0.872, 0.445]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@91	5691614	5693341	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[4736]	['2.70e-63']	[0.415]	[0.762]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@31	2238768	2240009	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[1929]	['1.60e-05']	[0.514]	[0.413]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@21	1507255	1510671	False	0%	0%	I-C	1.0	['HEAT_CxxC_PDDEXK_0_CAS-I-C']	[1277]	['9.90e-12']	[0.378]	[0.503]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@49	3346761	3347549	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2791]	['1.70e-06']	[0.551]	[0.461]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@103	6769042	6770966	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B', 'RT_0_CAS-I-II-III-IV-V-VI']	[5633, 5634]	['2.70e-36', '1.30e-08']	[0.477, 0.84]	[0.624, 0.347]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@4	479286	479888	False	0%	NA	III-B	1.0	['NYN_0_CAS-III-B']	[422]	['1.00e-30']	[0.796]	[0.509]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@17	1225147	1226229	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[1044]	['6.30e-30']	[0.756]	[0.314]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@109	7325154	7326128	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B']	[6120]	['5.30e-06']	[0.314]	[0.3]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@8	685676	686455	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[587]	['9.20e-32']	[0.519]	[0.456]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@55	3522724	3523284	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2956]	['2.70e-08']	[0.893]	[0.994]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@114	7484081	7487329	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[6257]	['3.10e-31']	[0.456]	[0.449]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@117	7608051	7608686	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[6354]	['3.50e-04']	[0.797]	[0.823]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@56	3571891	3573615	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2999]	['1.30e-63']	[0.449]	[0.869]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@2	392437	393132	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[339]	['6.80e-06']	[0.672]	[0.567]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@61	3872411	3872737	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[3247]	['1.40e-20']	[0.78]	[0.771]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@96	6007573	6008574	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4999]	['3.70e-07']	[0.326]	[0.356]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@51	3412714	3416290	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B', 'RT_0_CAS-III-AM-III-B']	[2860, 2862]	['9.30e-29', '5.20e-45']	[0.703, 0.87]	[0.601, 0.846]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@20	1367756	1368328	False	29%	0%	I-A	2.0	['Cas3HD_0_CAS-I']	[1163]	['1.40e-03']	[0.513]	[0.493]
NZ_MKZS01000001.1	NZ_MKZS01000001.1@50	3365987	3368665	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[2810]	['2.20e-07']	[0.352]	[0.443]
