Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NZ_QMEA01000072.1	NZ_QMEA01000072.1@2	9882	10439	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[12]	['4.10e-08']	[0.892]	[0.975]
NZ_QMEA01000037.1	NZ_QMEA01000037.1@1	3586	4191	False	0%	0%	I-A	0.0	['2OG_0_CAS-I-II-III-IV-V-VI']	[7]	['9.30e-83']	[0.97]	[0.966]
NZ_QMEA01000005.1	NZ_QMEA01000005.1@2	117274	118350	False	0%	NA	III-A	1.0	['Csm6_2_CAS-III']	[91]	['8.80e-37']	[0.435]	[0.875]
NZ_QMEA01000066.1	NZ_QMEA01000066.1@1	13377	20071	False	0%	NA	III-B	2.0	['Cas3_0_I', 'TPR_1_CAS-III-B']	[15, 19]	['3.80e-14', '5.30e-05']	[0.447, 0.465]	[0.902, 0.395]
NZ_QMEA01000220.1	NZ_QMEA01000220.1@1	1453	2082	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[5]	['5.70e-04']	[0.31]	[0.307]
NZ_QMEA01000026.1	NZ_QMEA01000026.1@1	50364	50978	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[46]	['5.60e-57']	[0.985]	[0.99]
NZ_QMEA01000083.1	NZ_QMEA01000083.1@1	6641	7243	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[9]	['2.00e-64']	[0.99]	[0.961]
NZ_QMEA01000020.1	NZ_QMEA01000020.1@1	6046	6723	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[7]	['1.40e-05']	[0.319]	[0.695]
NZ_QMEA01000003.1	NZ_QMEA01000003.1@3	116239	118617	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[111]	['1.30e-40']	[0.311]	[0.822]
NZ_QMEA01000003.1	NZ_QMEA01000003.1@2	37276	37962	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[37]	['7.50e-04']	[0.406]	[0.313]
NZ_QMEA01000043.1	NZ_QMEA01000043.1@2	22286	23881	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[21]	['1.50e-10']	[0.378]	[0.655]
NZ_QMEA01000008.1	NZ_QMEA01000008.1@1	89291	90034	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[80]	['3.00e-07']	[0.544]	[0.458]
NZ_QMEA01000042.1	NZ_QMEA01000042.1@2	33685	34296	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[34]	['8.90e-32']	[0.701]	[0.754]
NZ_QMEA01000013.1	NZ_QMEA01000013.1@1	15896	16762	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[15]	['1.20e-12']	[0.318]	[0.822]
NZ_QMEA01000005.1	NZ_QMEA01000005.1@3	144759	145445	False	0%	NA	III-B	1.0	['NYN_0_CAS-III-B']	[122]	['6.80e-29']	[0.917]	[0.672]
NZ_QMEA01000030.1	NZ_QMEA01000030.1@1	37324	37551	False	0%	33%	I-A	2.0	['Cas2_3_CAS-I-II-III-IV-V-VI']	[33]	['6.90e-03']	[0.395]	[0.484]
NZ_QMEA01000045.1	NZ_QMEA01000045.1@1	39399	40223	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[31]	['8.50e-03']	[0.378]	[0.414]
NZ_QMEA01000052.1	NZ_QMEA01000052.1@1	16824	17432	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[16]	['5.70e-33']	[0.857]	[0.901]
NZ_QMEA01000007.1	NZ_QMEA01000007.1@2	54831	55739	False	0%	0%	I-A	0.0	['2OG_1_CAS-I-II-III-IV-V-VI']	[52]	['4.80e-03']	[0.323]	[0.83]
NZ_QMEA01000086.1	NZ_QMEA01000086.1@2	23579	23947	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[18]	['3.70e-15']	[0.732]	[0.839]
