Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
Csx3_3_CAS-I-III	NZ_QMEA01000022.1_39	333	79	0.0063	15.1	51998	52996	NZ_QMEA01000022.1	39	0.12612612612612611	0.5189873417721519	-1
Csx1_20_CAS-III	NZ_QMEA01000005.1_91	359	379	0.0036	14.8	117274	118350	NZ_QMEA01000005.1	91	0.2618384401114206	0.21899736147757257	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_QMEA01000091.1_2	198	179	3.8999999999999997e-48	162.7	1080	1673	NZ_QMEA01000091.1	2	0.8888888888888888	0.994413407821229	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_QMEA01000046.1_34	283	179	2.8e-08	32.8	38865	39713	NZ_QMEA01000046.1	34	0.5406360424028268	0.770949720670391	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_QMEA01000001.1_77	278	179	4.3e-05	22.5	104897	105730	NZ_QMEA01000001.1	77	0.5467625899280576	0.6983240223463687	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_QMEA01000003.1_82	520	179	5.6999999999999996e-05	22.1	88268	89827	NZ_QMEA01000003.1	82	0.26346153846153847	0.7374301675977654	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_QMEA01000067.1_9	865	179	0.00011999999999999999	21.0	12873	15467	NZ_QMEA01000067.1	9	0.14219653179190753	0.6424581005586593	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_QMEA01000042.1_34	204	179	0.0045	15.9	33685	34296	NZ_QMEA01000042.1	34	0.4215686274509804	0.5307262569832403	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_QMEA01000023.1_29	216	179	0.0073	15.2	35034	35681	NZ_QMEA01000023.1	29	0.28703703703703703	0.3463687150837989	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_QMEA01000015.1_9	207	179	0.021	13.7	6371	6991	NZ_QMEA01000015.1	9	0.2898550724637681	0.37988826815642457	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_QMEA01000010.1_47	212	179	0.045	12.6	67847	68482	NZ_QMEA01000010.1	47	0.2688679245283019	0.36312849162011174	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_QMEA01000007.1_18	210	179	0.066	12.1	21715	22344	NZ_QMEA01000007.1	18	0.19523809523809524	0.22346368715083798	1
gRAMP_0_CAS-III-E	NZ_QMEA01000063.1_22	767	1610	1.6e-27	94.3	21813	24113	NZ_QMEA01000063.1	22	0.43415906127770537	0.20248447204968945	1
gRAMP_0_CAS-III-E	NZ_QMEA01000063.1_20	492	1610	4.8e-22	76.1	19776	21251	NZ_QMEA01000063.1	20	0.9044715447154471	0.27267080745341615	1
gRAMP_0_CAS-III-E	NZ_QMEA01000022.1_36	314	1610	0.0096	12.1	47820	48761	NZ_QMEA01000022.1	36	0.3503184713375796	0.0670807453416149	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_QMEA01000063.1_20	492	199	2.8e-29	101.5	19776	21251	NZ_QMEA01000063.1	20	0.7195121951219512	0.9949748743718593	1
Csm3gr7_12_CAS-III-A-III-D	NZ_QMEA01000063.1_22	767	199	1.1000000000000001e-20	73.5	21813	24113	NZ_QMEA01000063.1	22	0.6401564537157758	1.0	1
Csm3gr7_12_CAS-III-A-III-D	NZ_QMEA01000076.1_15	356	199	1.3e-15	56.9	20939	22006	NZ_QMEA01000076.1	15	0.7612359550561798	0.9849246231155779	1
Csm3gr7_12_CAS-III-A-III-D	NZ_QMEA01000022.1_36	314	199	1e-12	47.5	47820	48761	NZ_QMEA01000022.1	36	0.9394904458598726	0.9849246231155779	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_QMEA01000076.1_17	432	199	2.4e-09	36.5	23087	24382	NZ_QMEA01000076.1	17	0.5023148148148148	0.4824120603015075	1
Csm3gr7_12_CAS-III-A-III-D	NZ_QMEA01000063.1_18	223	199	4.5999999999999995e-08	32.3	17471	18139	NZ_QMEA01000063.1	18	0.8430493273542601	0.9949748743718593	1
Csm3gr7_12_CAS-III-A-III-D	NZ_QMEA01000063.1_19	547	199	1.8000000000000001e-06	27.1	18136	19776	NZ_QMEA01000063.1	19	0.3912248628884826	0.8442211055276382	1
Csm3gr7_12_CAS-III-A-III-D	NZ_QMEA01000022.1_34	584	199	2.4e-06	26.7	45469	47220	NZ_QMEA01000022.1	34	0.2654109589041096	0.8693467336683417	-1
Cas9_1_II	NZ_QMEA01000262.1_2	342	1120	0.0051	13.6	1906	2931	NZ_QMEA01000262.1	2	0.13742690058479531	0.04642857142857143	-1
Cas9_1_II	NZ_QMEA01000088.1_28	126	1120	0.013999999999999999	12.2	24342	24719	NZ_QMEA01000088.1	28	0.2619047619047619	0.029464285714285714	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_QMEA01000022.1_34	584	218	2.2e-06	26.2	45469	47220	NZ_QMEA01000022.1	34	0.19006849315068494	0.536697247706422	-1
Cmr6gr7_1_CAS-III-B-III-C	NZ_QMEA01000076.1_15	356	218	0.00013000000000000002	20.4	20939	22006	NZ_QMEA01000076.1	15	0.3061797752808989	0.44036697247706424	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_QMEA01000063.1_22	767	218	0.00028	19.3	21813	24113	NZ_QMEA01000063.1	22	0.1421121251629726	0.44495412844036697	1
Cas7_3_CAS-I-B	NZ_QMEA01000018.1_60	114	351	0.07	11.0	57042	57383	NZ_QMEA01000018.1	60	0.38596491228070173	0.1282051282051282	1
Cas10_0_III	NZ_QMEA01000063.1_17	541	414	8.799999999999999e-120	399.1	15848	17470	NZ_QMEA01000063.1	17	0.8743068391866913	0.9975845410628019	1
Cas10_0_III	NZ_QMEA01000076.1_13	775	414	3.4000000000000004e-17	61.2	18176	20500	NZ_QMEA01000076.1	13	0.33419354838709675	0.6304347826086957	1
Cas10_0_III	NZ_QMEA01000022.1_38	569	414	1.3e-06	26.4	50144	51850	NZ_QMEA01000022.1	38	0.7311072056239016	0.8864734299516909	-1
Csm3gr7_0_CAS-III-A-III-D	NZ_QMEA01000063.1_20	492	210	3.8e-27	93.9	19776	21251	NZ_QMEA01000063.1	20	0.5223577235772358	0.7571428571428571	1
Csm3gr7_0_CAS-III-A-III-D	NZ_QMEA01000076.1_15	356	210	2.1e-16	58.8	20939	22006	NZ_QMEA01000076.1	15	0.5280898876404494	0.8761904761904762	1
Csm3gr7_0_CAS-III-A-III-D	NZ_QMEA01000063.1_22	767	210	1.1000000000000001e-10	40.2	21813	24113	NZ_QMEA01000063.1	22	0.16558018252933507	0.5571428571428572	1
Csm3gr7_0_CAS-III-A-III-D	NZ_QMEA01000076.1_17	432	210	8.4e-05	20.9	23087	24382	NZ_QMEA01000076.1	17	0.10648148148148148	0.21904761904761905	1
Csm3gr7_0_CAS-III-A-III-D	NZ_QMEA01000063.1_18	223	210	0.00022999999999999998	19.5	17471	18139	NZ_QMEA01000063.1	18	0.3991031390134529	0.4142857142857143	1
Csm3gr7_0_CAS-III-A-III-D	NZ_QMEA01000022.1_36	314	210	0.00078	17.7	47820	48761	NZ_QMEA01000022.1	36	0.1592356687898089	0.23809523809523808	-1
Csm3gr7_0_CAS-III-A-III-D	NZ_QMEA01000022.1_34	584	210	0.0048	15.2	45469	47220	NZ_QMEA01000022.1	34	0.0702054794520548	0.19523809523809524	-1
Cas12e_1_CAS-V-E	NZ_QMEA01000005.1_23	390	986	0.0004	17.0	20416	21585	NZ_QMEA01000005.1	23	0.38461538461538464	0.16227180527383367	-1
Csx3_2_CAS-I-III	NZ_QMEA01000022.1_39	333	277	2.699999999999999e-91	304.2	51998	52996	NZ_QMEA01000022.1	39	0.8948948948948949	0.9530685920577617	-1
Csx3_2_CAS-I-III	NZ_QMEA01000048.1_13	455	277	1.2e-06	26.5	12581	13945	NZ_QMEA01000048.1	13	0.11868131868131868	0.11552346570397112	1
Csx3_2_CAS-I-III	NZ_QMEA01000064.1_18	157	277	0.0012	16.8	16103	16573	NZ_QMEA01000064.1	18	0.445859872611465	0.2779783393501805	-1
Csx3_2_CAS-I-III	NZ_QMEA01000126.1_5	534	277	0.0084	13.9	5578	7179	NZ_QMEA01000126.1	5	0.1254681647940075	0.1588447653429603	1
Csx3_2_CAS-I-III	NZ_QMEA01000025.1_3	253	277	0.0091	13.8	4012	4770	NZ_QMEA01000025.1	3	0.23715415019762845	0.22382671480144403	1
Csx3_2_CAS-I-III	NZ_QMEA01000068.1_64	511	277	0.013999999999999999	13.2	64244	65776	NZ_QMEA01000068.1	64	0.13894324853228962	0.2490974729241877	1
Csx3_2_CAS-I-III	NZ_QMEA01000237.1_1	189	277	0.023	12.5	71	637	NZ_QMEA01000237.1	1	0.31746031746031744	0.20216606498194944	1
Csx3_2_CAS-I-III	NZ_QMEA01000122.1_2	294	277	0.026000000000000002	12.3	1847	2728	NZ_QMEA01000122.1	2	0.17006802721088435	0.16967509025270758	-1
Csx3_2_CAS-I-III	NZ_QMEA01000064.1_3	599	277	0.027000000000000003	12.3	1899	3695	NZ_QMEA01000064.1	3	0.05175292153589316	0.11191335740072202	1
Csx3_2_CAS-I-III	NZ_QMEA01000216.1_7	444	277	0.027999999999999997	12.2	5401	6732	NZ_QMEA01000216.1	7	0.11486486486486487	0.18411552346570398	-1
Csx3_2_CAS-I-III	NZ_QMEA01000176.1_4	392	277	0.045	11.5	2674	3849	NZ_QMEA01000176.1	4	0.07142857142857142	0.10108303249097472	1
Csx3_2_CAS-I-III	NZ_QMEA01000067.1_9	865	277	0.055	11.3	12873	15467	NZ_QMEA01000067.1	9	0.07630057803468208	0.22021660649819494	1
WYL_3_CAS-I-II-III-IV-V-VI	NZ_QMEA01000022.1_53	516	172	3.7000000000000006e-14	51.9	66967	68514	NZ_QMEA01000022.1	53	0.5930232558139535	0.9069767441860465	-1
WYL_3_CAS-I-II-III-IV-V-VI	NZ_QMEA01000063.1_15	473	172	7.4e-12	44.4	13023	14441	NZ_QMEA01000063.1	15	0.4334038054968288	0.8895348837209303	-1
WYL_3_CAS-I-II-III-IV-V-VI	NZ_QMEA01000091.1_8	289	172	2.2e-09	36.3	10432	11298	NZ_QMEA01000091.1	8	0.6089965397923875	0.9883720930232558	1
Cmr3gr5_0_CAS-III-B-III-C	NZ_QMEA01000006.1_91	264	373	0.057999999999999996	10.8	101944	102735	NZ_QMEA01000006.1	91	0.2196969696969697	0.1554959785522788	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000022.1_51	323	298	8.399999999999998e-125	414.3	65386	66354	NZ_QMEA01000022.1	51	0.9071207430340558	0.9798657718120806	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000100.1_12	537	298	1.1999999999999997e-67	226.6	17014	18624	NZ_QMEA01000100.1	12	0.5176908752327747	0.9295302013422819	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000264.1_1	544	298	2.5e-66	222.3	1	1632	NZ_QMEA01000264.1	1	0.5165441176470589	0.9395973154362416	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000001.1_71	597	298	3.1000000000000003e-58	195.7	94416	96206	NZ_QMEA01000001.1	71	0.4288107202680067	0.8120805369127517	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000243.1_1	593	298	1.1999999999999998e-53	180.7	796	2574	NZ_QMEA01000243.1	1	0.3912310286677909	0.7550335570469798	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000010.1_61	598	298	3.1e-53	179.3	86254	88047	NZ_QMEA01000010.1	61	0.3979933110367893	0.7315436241610739	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000149.1_24	590	298	2.6999999999999997e-52	176.2	22539	24308	NZ_QMEA01000149.1	24	0.3728813559322034	0.7013422818791947	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000199.1_10	281	298	1.0999999999999999e-41	141.4	8087	8929	NZ_QMEA01000199.1	10	0.5266903914590747	0.5067114093959731	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000003.1_111	793	298	1.3e-40	137.8	116239	118617	NZ_QMEA01000003.1	111	0.3114754098360656	0.8221476510067114	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000316.1_2	339	298	2.9e-40	136.7	706	1722	NZ_QMEA01000316.1	2	0.5988200589970502	0.6946308724832215	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000023.1_54	240	298	6.2e-37	125.8	61286	62005	NZ_QMEA01000023.1	54	0.6916666666666667	0.5637583892617449	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000176.1_1	246	298	1.6e-35	121.1	14	751	NZ_QMEA01000176.1	1	0.6788617886178862	0.5838926174496645	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000150.1_1	190	298	1.4000000000000001e-33	114.8	33	602	NZ_QMEA01000150.1	1	0.8526315789473684	0.5704697986577181	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000277.1_1	242	298	4.1e-27	93.5	35	760	NZ_QMEA01000277.1	1	0.7024793388429752	0.5906040268456376	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000023.1_53	149	298	1.1999999999999998e-23	82.2	60381	60827	NZ_QMEA01000023.1	53	0.6711409395973155	0.36577181208053694	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000190.1_10	321	298	7.8e-21	72.9	9806	10768	NZ_QMEA01000190.1	10	0.2585669781931464	0.27181208053691275	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000237.1_5	147	298	2.6000000000000004e-18	64.6	5393	5833	NZ_QMEA01000237.1	5	0.5510204081632653	0.2684563758389262	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000021.1_107	343	298	3.2e-18	64.4	120228	121256	NZ_QMEA01000021.1	107	0.2099125364431487	0.24161073825503357	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000262.1_2	342	298	7.4e-17	59.9	1906	2931	NZ_QMEA01000262.1	2	0.29239766081871343	0.3087248322147651	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000263.1_4	371	298	1.3e-15	55.8	2929	4041	NZ_QMEA01000263.1	4	0.31266846361185985	0.3724832214765101	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000263.1_1	369	298	4.1e-15	54.2	27	1133	NZ_QMEA01000263.1	1	0.2926829268292683	0.3053691275167785	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000092.1_1	263	298	5.9e-15	53.6	27	815	NZ_QMEA01000092.1	1	0.30038022813688214	0.2651006711409396	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000199.1_11	355	298	1.2e-12	46.0	8990	10054	NZ_QMEA01000199.1	11	0.21690140845070421	0.2348993288590604	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000023.1_52	106	298	6.6e-09	33.8	59886	60203	NZ_QMEA01000023.1	52	0.7169811320754716	0.2651006711409396	1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000181.1_16	214	298	3e-08	31.6	10748	11389	NZ_QMEA01000181.1	16	0.2383177570093458	0.17114093959731544	-1
RT_0_CAS-III-AM-III-B	NZ_QMEA01000264.1_2	76	298	1e-05	23.3	2092	2319	NZ_QMEA01000264.1	2	0.6052631578947368	0.14093959731543623	-1
