Contig	Start	End	Strand	Pos
NZ_CP042326.1	265	477	1	1
NZ_CP042326.1	609	791	1	2
NZ_CP042326.1	1017	1685	1	3
NZ_CP042326.1	2008	2628	-1	4
NZ_CP042326.1	2723	4093	-1	5
NZ_CP042326.1	5146	7536	1	6
NZ_CP042326.1	7616	8968	1	7
NZ_CP042326.1	8976	9548	-1	8
NZ_CP042326.1	9666	10493	1	9
NZ_CP042326.1	10569	13820	1	10
NZ_CP042326.1	13938	15332	1	11
NZ_CP042326.1	15388	15837	1	12
NZ_CP042326.1	15871	18555	1	13
NZ_CP042326.1	18560	18964	-1	14
NZ_CP042326.1	19088	20665	1	15
NZ_CP042326.1	20674	21312	-1	16
NZ_CP042326.1	21469	22584	1	17
NZ_CP042326.1	22603	25824	1	18
NZ_CP042326.1	26083	26595	1	19
NZ_CP042326.1	26628	26795	1	20
NZ_CP042326.1	27286	27786	1	21
NZ_CP042326.1	27900	28505	1	22
NZ_CP042326.1	28714	29439	1	23
NZ_CP042326.1	29849	30523	1	24
NZ_CP042326.1	30492	31832	1	25
NZ_CP042326.1	31829	32698	1	26
NZ_CP042326.1	32749	33798	1	27
NZ_CP042326.1	33941	34240	1	28
NZ_CP042326.1	34212	34466	1	29
NZ_CP042326.1	34640	35665	-1	30
NZ_CP042326.1	35740	37524	1	31
NZ_CP042326.1	37646	41893	1	32
NZ_CP042326.1	41896	42576	1	33
NZ_CP042326.1	42587	43543	1	34
NZ_CP042326.1	43544	44092	1	35
NZ_CP042326.1	44467	45030	-1	36
NZ_CP042326.1	45346	45582	1	37
NZ_CP042326.1	45585	45821	1	38
NZ_CP042326.1	46169	47125	1	39
NZ_CP042326.1	47249	47962	1	40
NZ_CP042326.1	48048	48641	1	41
NZ_CP042326.1	48830	50557	1	42
NZ_CP042326.1	51112	52101	1	43
NZ_CP042326.1	52136	53260	-1	44
NZ_CP042326.1	53407	53640	1	45
NZ_CP042326.1	53723	53989	1	46
NZ_CP042326.1	53992	55278	-1	47
NZ_CP042326.1	55294	55863	-1	48
NZ_CP042326.1	56428	56772	1	49
NZ_CP042326.1	56835	57380	1	50
NZ_CP042326.1	57482	58540	1	51
NZ_CP042326.1	58543	59622	-1	52
NZ_CP042326.1	59691	60008	-1	53
NZ_CP042326.1	60199	61137	-1	54
NZ_CP042326.1	61262	62023	-1	55
NZ_CP042326.1	62275	62988	-1	56
NZ_CP042326.1	63061	63171	-1	57
NZ_CP042326.1	63613	64890	1	58
NZ_CP042326.1	65122	66096	1	59
NZ_CP042326.1	66101	66712	1	60
NZ_CP042326.1	66715	67356	-1	61
NZ_CP042326.1	67367	68662	-1	62
NZ_CP042326.1	68632	68817	-1	63
NZ_CP042326.1	69016	69156	1	64
NZ_CP042326.1	69332	70870	1	65
NZ_CP042326.1	71147	71677	1	66
NZ_CP042326.1	71762	73282	1	67
NZ_CP042326.1	73263	74798	1	68
NZ_CP042326.1	74911	75864	1	69
NZ_CP042326.1	75926	77314	1	70
NZ_CP042326.1	77612	78391	-1	71
NZ_CP042326.1	78454	80202	-1	72
NZ_CP042326.1	80276	80623	-1	73
NZ_CP042326.1	80860	81726	-1	74
NZ_CP042326.1	81748	82596	-1	75
NZ_CP042326.1	82609	83229	-1	76
NZ_CP042326.1	83232	84341	-1	77
NZ_CP042326.1	84412	85812	-1	78
NZ_CP042326.1	86305	86487	-1	79
NZ_CP042326.1	86573	87346	-1	80
NZ_CP042326.1	87382	88434	1	81
NZ_CP042326.1	88475	90457	-1	82
NZ_CP042326.1	90399	91238	-1	83
NZ_CP042326.1	91235	91999	-1	84
NZ_CP042326.1	92058	92309	-1	85
NZ_CP042326.1	92482	92631	1	86
NZ_CP042326.1	92705	92854	1	87
NZ_CP042326.1	93020	94219	-1	88
NZ_CP042326.1	94465	94668	-1	89
NZ_CP042326.1	94805	100486	-1	90
NZ_CP042326.1	100564	101988	-1	91
NZ_CP042326.1	102049	102423	-1	92
NZ_CP042326.1	102934	104829	1	93
NZ_CP042326.1	104915	106819	1	94
NZ_CP042326.1	106909	107670	1	95
NZ_CP042326.1	107768	109105	1	96
NZ_CP042326.1	109183	109845	-1	97
NZ_CP042326.1	110062	111342	1	98
NZ_CP042326.1	111378	112508	1	99
NZ_CP042326.1	112505	113479	1	100
NZ_CP042326.1	113482	114054	1	101
NZ_CP042326.1	114093	115358	1	102
NZ_CP042326.1	115365	116819	-1	103
NZ_CP042326.1	116875	117102	-1	104
NZ_CP042326.1	117240	117452	-1	105
NZ_CP042326.1	117553	118140	-1	106
NZ_CP042326.1	118133	119095	-1	107
NZ_CP042326.1	119238	119840	1	108
NZ_CP042326.1	119848	120594	-1	109
NZ_CP042326.1	120656	122176	-1	110
NZ_CP042326.1	122300	123223	-1	111
NZ_CP042326.1	123230	124003	1	112
NZ_CP042326.1	124006	124701	-1	113
NZ_CP042326.1	124713	125426	-1	114
NZ_CP042326.1	125517	127121	1	115
NZ_CP042326.1	127151	127771	-1	116
NZ_CP042326.1	128183	128713	1	117
NZ_CP042326.1	128756	130105	-1	118
NZ_CP042326.1	130124	131407	-1	119
NZ_CP042326.1	131468	132061	1	120
NZ_CP042326.1	132069	132680	1	121
NZ_CP042326.1	132765	133052	1	122
NZ_CP042326.1	133039	134922	-1	123
NZ_CP042326.1	135230	136501	1	124
NZ_CP042326.1	136597	136755	1	125
NZ_CP042326.1	136901	139618	1	126
NZ_CP042326.1	139830	140462	1	127
NZ_CP042326.1	140459	141463	1	128
NZ_CP042326.1	141413	142957	-1	129
NZ_CP042326.1	143011	143856	1	130
NZ_CP042326.1	143953	144168	-1	131
NZ_CP042326.1	144290	145429	1	132
NZ_CP042326.1	145539	146186	1	133
NZ_CP042326.1	146197	146310	1	134
NZ_CP042326.1	146472	146618	-1	135
NZ_CP042326.1	146681	147115	-1	136
NZ_CP042326.1	147197	147970	-1	137
NZ_CP042326.1	148356	149120	-1	138
NZ_CP042326.1	149207	150637	-1	139
NZ_CP042326.1	150869	151876	-1	140
NZ_CP042326.1	151950	153092	-1	141
NZ_CP042326.1	153230	153922	-1	142
NZ_CP042326.1	153919	154326	-1	143
NZ_CP042326.1	154448	154726	1	144
NZ_CP042326.1	154780	155130	-1	145
NZ_CP042326.1	155202	155630	-1	146
NZ_CP042326.1	155647	155928	-1	147
NZ_CP042326.1	156044	158794	1	148
NZ_CP042326.1	158837	159952	-1	149
NZ_CP042326.1	160180	160731	-1	150
NZ_CP042326.1	160869	162920	-1	151
NZ_CP042326.1	163003	163386	-1	152
NZ_CP042326.1	163606	164889	-1	153
NZ_CP042326.1	165146	165448	-1	154
NZ_CP042326.1	165685	167775	-1	155
NZ_CP042326.1	167931	169721	1	156
NZ_CP042326.1	169722	170510	1	157
NZ_CP042326.1	170518	171462	1	158
NZ_CP042326.1	171478	172557	-1	159
NZ_CP042326.1	172625	172990	-1	160
NZ_CP042326.1	173220	173315	1	161
NZ_CP042326.1	173351	174295	-1	162
NZ_CP042326.1	174317	175222	-1	163
NZ_CP042326.1	175222	175716	-1	164
NZ_CP042326.1	176014	177582	1	165
NZ_CP042326.1	177724	178713	1	166
NZ_CP042326.1	179002	180147	1	167
NZ_CP042326.1	180447	181526	1	168
NZ_CP042326.1	181538	182518	1	169
NZ_CP042326.1	182583	183062	1	170
NZ_CP042326.1	183145	183828	1	171
NZ_CP042326.1	183986	184795	1	172
NZ_CP042326.1	184801	186027	1	173
NZ_CP042326.1	186024	187052	1	174
NZ_CP042326.1	187206	187865	1	175
NZ_CP042326.1	187934	188191	-1	176
NZ_CP042326.1	188213	188434	-1	177
NZ_CP042326.1	188567	189739	1	178
NZ_CP042326.1	189841	191160	-1	179
NZ_CP042326.1	191186	191791	-1	180
NZ_CP042326.1	192004	192462	-1	181
NZ_CP042326.1	192616	193833	1	182
NZ_CP042326.1	193953	194321	-1	183
