Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
Csx3_3_CAS-I-III	NZ_CP042326.1_270	334	79	0.026000000000000002	12.1	296347	297348	NZ_CP042326.1	270	0.09880239520958084	0.4177215189873418	1
Cas7b_0_CAS-I-B-I-C	NZ_CP042326.1_203	711	254	0.022000000000000002	11.9	213753	215885	NZ_CP042326.1	203	0.057665260196905765	0.16141732283464566	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_CP042326.1_908	260	179	5e-06	24.4	978248	979027	NZ_CP042326.1	908	0.6192307692307693	0.8100558659217877	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_CP042326.1_1498	354	179	1.4000000000000001e-05	23.0	1583318	1584379	NZ_CP042326.1	1498	0.16101694915254236	0.3407821229050279	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_CP042326.1_1682	270	179	0.00026000000000000003	18.9	1776119	1776928	NZ_CP042326.1	1682	0.5111111111111111	0.6983240223463687	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_CP042326.1_2015	497	179	0.025	12.4	2084664	2086154	NZ_CP042326.1	2015	0.22132796780684105	0.6424581005586593	1
gRAMP_0_CAS-III-E	NZ_CP042326.1_492	271	1610	0.016	10.3	538154	538966	NZ_CP042326.1	492	0.3505535055350554	0.0577639751552795	1
Csm3gr7_12_CAS-III-A-III-D	NZ_CP042327.1_50	286	199	6.3e-15	53.7	44619	45476	NZ_CP042327.1	50	0.9405594405594405	0.9798994974874372	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_CP042327.1_48	533	199	1.7e-14	52.3	42399	43997	NZ_CP042327.1	48	0.26641651031894936	0.4472361809045226	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_CP042326.1_492	271	199	1e-09	36.7	538154	538966	NZ_CP042326.1	492	0.8339483394833949	0.8040201005025126	1
Csm3gr7_12_CAS-III-A-III-D	NZ_CP042326.1_496	565	199	0.0012	16.8	541067	542761	NZ_CP042326.1	496	0.0920353982300885	0.24623115577889448	1
Cas9_1_II	NZ_CP042326.1_2558	208	1120	0.017	10.8	2617300	2617923	NZ_CP042326.1	2558	0.23557692307692307	0.048214285714285716	1
Cas9_1_II	NZ_CP042326.1_3032	598	1120	0.021	10.5	3101098	3102891	NZ_CP042326.1	3032	0.07859531772575251	0.04642857142857143	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_CP042327.1_48	533	218	1.8000000000000002e-14	51.5	42399	43997	NZ_CP042327.1	48	0.32082551594746717	0.8669724770642202	-1
Cmr6gr7_1_CAS-III-B-III-C	NZ_CP042326.1_496	565	218	0.00044	17.6	541067	542761	NZ_CP042326.1	496	0.04247787610619469	0.11009174311926606	1
Cas7_3_CAS-I-B	NZ_CP042326.1_1800	228	351	0.0046	13.9	1896535	1897218	NZ_CP042326.1	1800	0.4517543859649123	0.2706552706552707	-1
Cas10_0_III	NZ_CP042326.1_490	504	414	5.6e-08	29.8	535657	537168	NZ_CP042326.1	490	0.6190476190476191	0.7053140096618358	1
Cas10_0_III	NZ_CP042327.1_52	996	414	0.00047000000000000004	16.9	46614	49601	NZ_CP042327.1	52	0.2540160642570281	0.5072463768115942	-1
Cas10_0_III	NZ_CP042327.1_73	164	414	0.0018	15.0	63560	64051	NZ_CP042327.1	73	0.29878048780487804	0.10628019323671498	-1
Csm3gr7_0_CAS-III-A-III-D	NZ_CP042327.1_48	533	210	0.0012	16.1	42399	43997	NZ_CP042327.1	48	0.09943714821763602	0.2523809523809524	-1
Csm3gr7_0_CAS-III-A-III-D	NZ_CP042326.1_492	271	210	0.0022	15.2	538154	538966	NZ_CP042326.1	492	0.2140221402214022	0.2761904761904762	1
Csm3gr7_0_CAS-III-A-III-D	NZ_CP042327.1_50	286	210	0.0026	15.0	44619	45476	NZ_CP042327.1	50	0.36363636363636365	0.49047619047619045	-1
