Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
Csx3_3_CAS-I-III	NZ_JXCB02000001.1_1413	111	79	3.4e-08	32.1	1683838	1684170	NZ_JXCB02000001.1	1413	0.6036036036036037	0.8354430379746836	-1
Csx1_20_CAS-III	NZ_JXCB02000027.1_733	169	379	7.3e-15	53.5	829938	830444	NZ_JXCB02000027.1	733	0.8402366863905325	0.29815303430079154	-1
Csx1_20_CAS-III	NZ_JXCB02000001.1_1411	441	379	0.047	11.3	1681854	1683176	NZ_JXCB02000001.1	1411	0.17913832199546487	0.20316622691292877	-1
Csx1_14_CAS-III	NZ_JXCB02000001.1_760	553	533	1.4000000000000001e-09	36.1	880725	882383	NZ_JXCB02000001.1	760	0.6130198915009042	0.6341463414634146	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_JXCB02000033.1_90	215	179	8.5e-33	112.9	150443	151087	NZ_JXCB02000033.1	90	0.813953488372093	0.9888268156424581	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_JXCB02000023.1_179	274	179	7.4e-07	28.4	203518	204339	NZ_JXCB02000023.1	179	0.5072992700729927	0.7150837988826816	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_JXCB02000023.1_426	275	179	7.2000000000000005e-06	25.2	488952	489776	NZ_JXCB02000023.1	426	0.5418181818181819	0.7541899441340782	1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_JXCB02000033.1_198	232	179	6.3e-05	22.1	268029	268724	NZ_JXCB02000033.1	198	0.34913793103448276	0.4245810055865922	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_JXCB02000058.1_53	213	179	0.00082	18.5	63664	64302	NZ_JXCB02000058.1	53	0.25821596244131456	0.31843575418994413	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_JXCB02000001.1_603	216	179	0.017	14.2	724640	725287	NZ_JXCB02000001.1	603	0.25925925925925924	0.3575418994413408	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_JXCB02000023.1_1072	516	179	0.02	14.0	1234394	1235941	NZ_JXCB02000023.1	1072	0.26356589147286824	0.7374301675977654	-1
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_JXCB02000027.1_513	209	179	0.065	12.3	580539	581165	NZ_JXCB02000027.1	513	0.2583732057416268	0.3016759776536313	1
Cas3-Cas2_0_IF	NZ_JXCB02000033.1_89	721	1110	0.00016999999999999999	18.4	148267	150429	NZ_JXCB02000033.1	89	0.17753120665742025	0.11171171171171171	1
gRAMP_0_CAS-III-E	NZ_JXCB02000001.1_1405	771	1610	7.7e-24	82.2	1673401	1675713	NZ_JXCB02000001.1	1405	0.383916990920882	0.16521739130434782	-1
gRAMP_0_CAS-III-E	NZ_JXCB02000027.1_736	345	1610	5.7e-20	69.4	831285	832319	NZ_JXCB02000027.1	736	0.8985507246376812	0.2080745341614907	-1
gRAMP_0_CAS-III-E	NZ_JXCB02000001.1_1407	531	1610	1.1e-15	55.2	1676338	1677930	NZ_JXCB02000001.1	1407	0.6591337099811676	0.21490683229813665	-1
gRAMP_0_CAS-III-E	NZ_JXCB02000027.1_740	287	1610	3.7e-09	33.6	834483	835343	NZ_JXCB02000027.1	740	0.4564459930313589	0.08260869565217391	-1
gRAMP_0_CAS-III-E	NZ_JXCB02000027.1_738	317	1610	0.00029	17.3	832879	833829	NZ_JXCB02000027.1	738	0.3911671924290221	0.07701863354037267	-1
gRAMP_0_CAS-III-E	NZ_JXCB02000027.1_744	236	1610	0.0029	14.0	838187	838894	NZ_JXCB02000027.1	744	0.5423728813559322	0.08322981366459627	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000001.1_1407	531	199	2e-30	105.5	1676338	1677930	NZ_JXCB02000001.1	1407	0.7382297551789078	0.9949748743718593	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000027.1_738	317	199	5.4e-29	100.8	832879	833829	NZ_JXCB02000027.1	738	0.6182965299684543	0.9748743718592965	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000027.1_740	287	199	1.5e-26	92.8	834483	835343	NZ_JXCB02000027.1	740	0.7177700348432056	0.9949748743718593	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000001.1_757	264	199	4.0000000000000004e-20	71.8	876741	877532	NZ_JXCB02000001.1	757	0.9356060606060606	0.9798994974874372	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000027.1_744	236	199	3.3e-18	65.6	838187	838894	NZ_JXCB02000027.1	744	0.8135593220338984	0.9748743718592965	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000001.1_1405	771	199	4.5e-18	65.2	1673401	1675713	NZ_JXCB02000001.1	1405	0.6809338521400778	0.9949748743718593	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000058.1_48	290	199	8.100000000000001e-14	51.3	54987	55856	NZ_JXCB02000058.1	48	0.9241379310344827	0.9798994974874372	1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000058.1_50	627	199	1.9e-12	46.8	56364	58244	NZ_JXCB02000058.1	50	0.26953748006379585	0.6331658291457286	1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000027.1_736	345	199	1.9e-12	46.8	831285	832319	NZ_JXCB02000027.1	736	0.6173913043478261	0.9849246231155779	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000027.1_743	418	199	3.9e-11	42.5	836937	838190	NZ_JXCB02000027.1	743	0.65311004784689	0.9949748743718593	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000001.1_755	514	199	1.1e-09	37.8	874409	875950	NZ_JXCB02000001.1	755	0.3754863813229572	0.9899497487437185	1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000001.1_1409	230	199	4.3e-08	32.6	1679497	1680186	NZ_JXCB02000001.1	1409	0.8565217391304348	0.9899497487437185	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_JXCB02000001.1_1408	530	199	9.4e-06	25.0	1677911	1679500	NZ_JXCB02000001.1	1408	0.35471698113207545	0.8442211055276382	-1
Cas9_1_II	NZ_JXCB02000048.1_142	254	1120	0.00016999999999999999	18.6	143477	144238	NZ_JXCB02000048.1	142	0.18110236220472442	0.045535714285714284	1
Cas9_1_II	NZ_JXCB02000001.1_265	602	1120	0.028999999999999998	11.3	323472	325277	NZ_JXCB02000001.1	265	0.07308970099667775	0.04375	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_JXCB02000058.1_50	627	218	1.5e-09	36.7	56364	58244	NZ_JXCB02000058.1	50	0.21212121212121213	0.7339449541284404	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_JXCB02000001.1_755	514	218	7.8e-06	24.6	874409	875950	NZ_JXCB02000001.1	755	0.17898832684824903	0.43119266055045874	1
Cmr6gr7_1_CAS-III-B-III-C	NZ_JXCB02000027.1_738	317	218	0.00088	17.9	832879	833829	NZ_JXCB02000027.1	738	0.2744479495268139	0.3073394495412844	-1
Cmr6gr7_1_CAS-III-B-III-C	NZ_JXCB02000027.1_740	287	218	0.0011	17.5	834483	835343	NZ_JXCB02000027.1	740	0.30313588850174217	0.27522935779816515	-1
Cmr6gr7_1_CAS-III-B-III-C	NZ_JXCB02000001.1_1405	771	218	0.018000000000000002	13.6	1673401	1675713	NZ_JXCB02000001.1	1405	0.1517509727626459	0.39908256880733944	-1
Cas7_3_CAS-I-B	NZ_JXCB02000002.1_387	114	351	0.068	11.3	442477	442818	NZ_JXCB02000002.1	387	0.39473684210526316	0.13105413105413105	1
Cas7_3_CAS-I-B	NZ_JXCB02000002.1_924	460	351	0.1	10.7	1093482	1094861	NZ_JXCB02000002.1	924	0.21304347826086956	0.28205128205128205	1
Cas10_0_III	NZ_JXCB02000001.1_1410	556	414	3.7999999999999995e-115	384.0	1680183	1681850	NZ_JXCB02000001.1	1410	0.8057553956834532	0.9975845410628019	-1
Cas10_0_III	NZ_JXCB02000027.1_745	781	414	1e-58	198.2	838891	841233	NZ_JXCB02000027.1	745	0.7247119078104993	0.9903381642512077	-1
Cas10_0_III	NZ_JXCB02000058.1_46	1012	414	0.00015	19.7	50771	53806	NZ_JXCB02000058.1	46	0.22826086956521738	0.4830917874396135	1
Cas10_0_III	NZ_JXCB02000001.1_759	740	414	0.0072	14.2	878503	880722	NZ_JXCB02000001.1	759	0.13243243243243244	0.19806763285024154	-1
Csm3gr7_0_CAS-III-A-III-D	NZ_JXCB02000027.1_740	287	210	2.7e-78	261.2	834483	835343	NZ_JXCB02000027.1	740	0.7700348432055749	0.9952380952380953	-1
Csm3gr7_0_CAS-III-A-III-D	NZ_JXCB02000027.1_738	317	210	1.2e-26	92.4	832879	833829	NZ_JXCB02000027.1	738	0.6340694006309149	0.9285714285714286	-1
Csm3gr7_0_CAS-III-A-III-D	NZ_JXCB02000001.1_1407	531	210	1.0999999999999999e-25	89.4	1676338	1677930	NZ_JXCB02000001.1	1407	0.7401129943502824	0.9523809523809523	-1
Csm3gr7_0_CAS-III-A-III-D	NZ_JXCB02000027.1_744	236	210	6.8e-22	76.9	838187	838894	NZ_JXCB02000027.1	744	0.8220338983050848	0.9142857142857143	-1
Csm3gr7_0_CAS-III-A-III-D	NZ_JXCB02000027.1_736	345	210	1.3e-07	30.2	831285	832319	NZ_JXCB02000027.1	736	0.736231884057971	0.9523809523809523	-1
