Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NZ_JXCB02000053.1	NZ_JXCB02000053.1@3	158021	158767	False	0%	NA	III-A	1.0	['TPR_1_CAS-III-A']	[128]	['1.90e-05']	[0.683]	[0.344]
NZ_JXCB02000027.1	NZ_JXCB02000027.1@14	624185	624883	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[551]	['1.20e-05']	[0.429]	[0.331]
NZ_JXCB02000023.1	NZ_JXCB02000023.1@17	891350	891739	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[787]	['2.70e-22']	[0.754]	[0.907]
NZ_JXCB02000033.1	NZ_JXCB02000033.1@8	422346	423293	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[340]	['4.60e-06']	[0.32]	[0.342]
NZ_JXCB02000027.1	NZ_JXCB02000027.1@2	107725	108246	False	0%	NA	III-B	1.0	['NYN_0_CAS-III-B']	[96]	['2.70e-20']	[0.931]	[0.494]
NZ_JXCB02000033.1	NZ_JXCB02000033.1@2	20114	22798	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[17]	['1.30e-11']	[0.434]	[0.428]
NZ_JXCB02000027.1	NZ_JXCB02000027.1@10	432566	433219	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[378]	['4.50e-08']	[0.917]	[0.921]
NZ_JXCB02000033.1	NZ_JXCB02000033.1@5	268029	268724	False	0%	33%	I-A	1.0	['Cas4_0_I-II-V']	[198]	['4.40e-05']	[0.371]	[0.446]
NZ_JXCB02000009.1	NZ_JXCB02000009.1@1	122	454	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[1]	['6.80e-13']	[0.757]	[0.763]
NZ_JXCB02000039.1	NZ_JXCB02000039.1@7	508431	509033	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[458]	['3.00e-65']	[0.995]	[0.966]
NZ_JXCB02000027.1	NZ_JXCB02000027.1@13	604095	605111	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[528]	['1.90e-06']	[0.392]	[0.454]
