Contig	Start	End	Strand	Pos
NZ_CM001632.1	55	450	1	1
NZ_CM001632.1	437	931	1	2
NZ_CM001632.1	2487	3353	1	3
NZ_CM001632.1	3359	4015	1	4
NZ_CM001632.1	4051	4794	1	5
NZ_CM001632.1	4813	5679	-1	6
NZ_CM001632.1	6296	6469	1	7
NZ_CM001632.1	6678	7601	-1	8
NZ_CM001632.1	7614	8621	-1	9
NZ_CM001632.1	8896	9813	1	10
NZ_CM001632.1	9887	10282	-1	11
NZ_CM001632.1	10272	10427	-1	12
NZ_CM001632.1	10818	11168	-1	13
NZ_CM001632.1	11183	11443	-1	14
NZ_CM001632.1	11573	12097	1	15
NZ_CM001632.1	12146	12499	1	16
NZ_CM001632.1	12543	13757	-1	17
NZ_CM001632.1	13794	14771	-1	18
NZ_CM001632.1	14815	15162	-1	19
NZ_CM001632.1	15693	16586	1	20
NZ_CM001632.1	16598	17008	-1	21
NZ_CM001632.1	17125	19182	-1	22
NZ_CM001632.1	19381	19776	1	23
NZ_CM001632.1	19763	20257	1	24
NZ_CM001632.1	20752	20976	1	25
NZ_CM001632.1	21359	21811	1	26
NZ_CM001632.1	21833	22027	1	27
NZ_CM001632.1	22044	22532	1	28
NZ_CM001632.1	22701	24236	1	29
NZ_CM001632.1	24240	24692	1	30
NZ_CM001632.1	24707	25195	1	31
NZ_CM001632.1	25332	26237	1	32
NZ_CM001632.1	26317	26430	1	33
NZ_CM001632.1	26512	27723	-1	34
NZ_CM001632.1	27864	29012	-1	35
NZ_CM001632.1	29098	30165	-1	36
NZ_CM001632.1	30632	31330	-1	37
NZ_CM001632.1	31362	32210	-1	38
NZ_CM001632.1	32440	33513	-1	39
NZ_CM001632.1	33583	34461	-1	40
NZ_CM001632.1	34461	35009	-1	41
NZ_CM001632.1	35070	36833	-1	42
NZ_CM001632.1	36850	38727	-1	43
NZ_CM001632.1	38808	41792	-1	44
NZ_CM001632.1	41789	42541	-1	45
NZ_CM001632.1	43098	43343	-1	46
NZ_CM001632.1	43321	46764	-1	47
NZ_CM001632.1	46854	48527	1	48
NZ_CM001632.1	48582	49460	-1	49
NZ_CM001632.1	49596	50102	-1	50
NZ_CM001632.1	50670	50975	1	51
NZ_CM001632.1	50972	51355	-1	52
NZ_CM001632.1	51355	52539	-1	53
NZ_CM001632.1	52762	53616	-1	54
NZ_CM001632.1	53846	54064	-1	55
NZ_CM001632.1	54586	54864	-1	56
NZ_CM001632.1	54903	55523	-1	57
NZ_CM001632.1	55551	55778	-1	58
NZ_CM001632.1	55839	56027	-1	59
NZ_CM001632.1	56620	56985	1	60
NZ_CM001632.1	57495	57890	1	61
NZ_CM001632.1	57877	58317	1	62
NZ_CM001632.1	58902	59666	1	63
NZ_CM001632.1	59675	60991	-1	64
NZ_CM001632.1	61150	62181	1	65
NZ_CM001632.1	62516	64819	1	66
NZ_CM001632.1	64964	65275	1	67
NZ_CM001632.1	65384	67111	1	68
NZ_CM001632.1	67400	68257	1	69
NZ_CM001632.1	68365	69171	1	70
NZ_CM001632.1	69320	69604	1	71
NZ_CM001632.1	71436	72782	-1	72
NZ_CM001632.1	72997	73548	1	73
NZ_CM001632.1	73560	73739	1	74
NZ_CM001632.1	73732	73974	1	75
NZ_CM001632.1	74302	74529	1	76
NZ_CM001632.1	74516	74854	1	77
NZ_CM001632.1	75665	75778	-1	78
NZ_CM001632.1	75947	76390	-1	79
NZ_CM001632.1	77382	78839	1	80
NZ_CM001632.1	78966	79382	1	81
NZ_CM001632.1	79884	81797	1	82
NZ_CM001632.1	81902	82378	1	83
NZ_CM001632.1	82659	84818	1	84
NZ_CM001632.1	84934	86316	-1	85
NZ_CM001632.1	86300	87358	-1	86
NZ_CM001632.1	87463	88035	1	87
NZ_CM001632.1	88067	88825	1	88
NZ_CM001632.1	88873	90012	1	89
NZ_CM001632.1	90060	91280	1	90
NZ_CM001632.1	91192	92007	-1	91
NZ_CM001632.1	92087	93187	1	92
NZ_CM001632.1	93201	93854	1	93
NZ_CM001632.1	93896	94198	1	94
NZ_CM001632.1	94253	94588	-1	95
NZ_CM001632.1	94614	95093	-1	96
NZ_CM001632.1	95156	95734	1	97
NZ_CM001632.1	95731	95943	-1	98
NZ_CM001632.1	96184	98373	-1	99
NZ_CM001632.1	98483	98701	-1	100
NZ_CM001632.1	99530	100297	-1	101
NZ_CM001632.1	100320	101186	-1	102
NZ_CM001632.1	101880	102131	-1	103
NZ_CM001632.1	102221	102703	-1	104
NZ_CM001632.1	103285	104355	1	105
NZ_CM001632.1	104647	105405	-1	106
NZ_CM001632.1	105509	106270	-1	107
NZ_CM001632.1	107384	107641	-1	108
NZ_CM001632.1	107698	108051	-1	109
NZ_CM001632.1	108062	108541	-1	110
NZ_CM001632.1	108702	114983	-1	111
NZ_CM001632.1	115035	116471	-1	112
NZ_CM001632.1	116484	117902	-1	113
NZ_CM001632.1	117980	118825	-1	114
