Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NZ_CM001632.1	NZ_CM001632.1@11	687074	687769	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[609]	['2.60e-04']	[0.478]	[0.38]
NZ_CM001632.1	NZ_CM001632.1@17	907461	908756	False	0%	NA	III-A	1.0	['TPR_0_CAS-III-A']	[836]	['4.30e-03']	[0.421]	[0.43]
NZ_CM001632.1	NZ_CM001632.1@51	3161336	3167532	False	14%	0%	I-A	2.0	['Cas6_8_CAS-I-II-III-IV-V-VI', 'RT_0_CAS-III-AM-III-B']	[2871, 2875]	['2.30e-51', '1.80e-55']	[0.696, 0.454]	[0.931, 0.732]
NZ_CM001632.1	NZ_CM001632.1@90	5304199	5305527	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[4771]	['8.70e-54']	[0.519]	[0.755]
NZ_CM001632.1	NZ_CM001632.1@8	582403	583807	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B', 'RT_0_CAS-III-AM-III-B']	[528, 529]	['1.40e-21', '3.00e-23']	[0.58, 0.478]	[0.389, 0.419]
NZ_CM001632.1	NZ_CM001632.1@34	1716553	1717608	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1499]	['1.40e-04']	[0.307]	[0.335]
NZ_CM001632.1	NZ_CM001632.1@71	4125948	4127639	False	0%	NA	III-A	1.0	['TPR_1_CAS-III-A']	[3708]	['4.00e-05']	[0.408]	[0.31]
NZ_CM001632.1	NZ_CM001632.1@50	3044540	3046291	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2773]	['1.10e-58']	[0.426]	[0.836]
NZ_CM001632.1	NZ_CM001632.1@98	6040064	6041554	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[5391]	['1.60e-61']	[0.535]	[0.906]
NZ_CM001632.1	NZ_CM001632.1@52	3294929	3295837	False	0%	NA	III-A	1.0	['RT_0_CAS-I-II-III-IV-V-VI', 'RT_0_CAS-III-AM-III-B']	[2981, 2982]	['4.60e-13', '1.60e-31']	[0.692, 0.91]	[0.3, 0.57]
NZ_CM001632.1	NZ_CM001632.1@7	520614	527754	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B', 'TPR_0_CAS-III-B']	[479, 482]	['5.00e-14', '1.90e-45']	[0.73, 0.427]	[0.566, 0.473]
NZ_CM001632.1	NZ_CM001632.1@53	3418050	3419105	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[3090]	['6.80e-53']	[0.693]	[0.981]
NZ_CM001632.1	NZ_CM001632.1@40	2487723	2489642	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[2220]	['3.40e-20']	[0.892]	[0.575]
NZ_CM001632.1	NZ_CM001632.1@61	3709761	3710747	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3353]	['9.10e-05']	[0.304]	[0.342]
NZ_CM001632.1	NZ_CM001632.1@57	3572300	3579929	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B', 'TPR_0_CAS-III-B']	[3247, 3248]	['2.80e-17', '1.30e-10']	[0.458, 0.397]	[0.533, 0.42]
NZ_CM001632.1	NZ_CM001632.1@48	2964688	2966196	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[2698]	['4.50e-39']	[0.479]	[0.779]
NZ_CM001632.1	NZ_CM001632.1@78	4567472	4568446	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[4098]	['1.20e-54']	[0.662]	[0.678]
