Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
Cas4_0_CAS-I-II-III-IV-V-VI	NZ_CP018632.1_6756	157	179	0.001	17.9	7760107	7760577	NZ_CP018632.1	6756	0.8343949044585988	0.7597765363128491	-1
Csm3gr7_12_CAS-III-A-III-D	NZ_CP018632.1_1969	341	199	0.024	13.5	2253467	2254489	NZ_CP018632.1	1969	0.5073313782991202	0.41708542713567837	-1
Cas9_1_II	NZ_CP018632.1_6387	185	1120	0.036000000000000004	10.7	7342850	7343404	NZ_CP018632.1	6387	0.31891891891891894	0.05803571428571429	-1
Cas6f_1_CAS-I-II-III-IV-V-VI	NZ_CP018632.1_752	157	185	0.00036	19.3	874644	875114	NZ_CP018632.1	752	0.7006369426751592	0.5675675675675675	-1
Cas12e_1_CAS-V-E	NZ_CP018632.1_6225	138	986	0.0015	15.0	7158581	7158994	NZ_CP018632.1	6225	0.3115942028985507	0.0436105476673428	-1
Cas12e_1_CAS-V-E	NZ_CP018632.1_3034	413	986	0.0058	13.0	3542500	3543738	NZ_CP018632.1	3034	0.1016949152542373	0.04259634888438134	1
Cas12e_1_CAS-V-E	NZ_CP018632.1_4033	428	986	0.02	11.2	4626288	4627571	NZ_CP018632.1	4033	0.09813084112149532	0.04259634888438134	-1
Cas12e_1_CAS-V-E	NZ_CP018632.1_884	413	986	0.022000000000000002	11.1	1051030	1052268	NZ_CP018632.1	884	0.10411622276029056	0.0436105476673428	-1
Cas12e_1_CAS-V-E	NZ_CP018632.1_6158	428	986	0.023	11.0	7081370	7082653	NZ_CP018632.1	6158	0.09813084112149532	0.04259634888438134	-1
Cas12e_1_CAS-V-E	NZ_CP018632.1_2492	418	986	0.08	9.3	2876620	2877873	NZ_CP018632.1	2492	0.10287081339712918	0.0436105476673428	-1
Csx3_2_CAS-I-III	NZ_CP018632.1_4760	551	277	2.7000000000000004e-06	25.3	5482062	5483714	NZ_CP018632.1	4760	0.1851179673321234	0.23104693140794225	-1
Csx3_2_CAS-I-III	NZ_CP018632.1_4617	223	277	0.0011	16.7	5308265	5308933	NZ_CP018632.1	4617	0.15695067264573992	0.1263537906137184	-1
Csx3_2_CAS-I-III	NZ_CP018632.1_3051	248	277	0.0041	14.9	3565996	3566739	NZ_CP018632.1	3051	0.10887096774193548	0.09747292418772563	1
Csx3_2_CAS-I-III	NZ_CP018632.1_1638	263	277	0.0043	14.8	1906922	1907710	NZ_CP018632.1	1638	0.09125475285171103	0.08664259927797834	1
Csx3_2_CAS-I-III	NZ_CP018632.1_1538	258	277	0.006	14.3	1787900	1788673	NZ_CP018632.1	1538	0.2751937984496124	0.2490974729241877	1
Csx3_2_CAS-I-III	NZ_CP018632.1_6029	248	277	0.0084	13.8	6951223	6951966	NZ_CP018632.1	6029	0.08870967741935484	0.07942238267148015	-1
Csx3_2_CAS-I-III	NZ_CP018632.1_4653	278	277	0.0093	13.7	5356951	5357784	NZ_CP018632.1	4653	0.10071942446043165	0.10108303249097472	-1
Csx3_2_CAS-I-III	NZ_CP018632.1_6445	593	277	0.013000000000000001	13.2	7407511	7409289	NZ_CP018632.1	6445	0.047217537942664416	0.09747292418772563	1
Csx3_2_CAS-I-III	NZ_CP018632.1_1274	543	277	0.02	12.6	1482369	1483997	NZ_CP018632.1	1274	0.1252302025782689	0.2490974729241877	-1
Csx3_2_CAS-I-III	NZ_CP018632.1_4977	276	277	0.021	12.5	5727998	5728825	NZ_CP018632.1	4977	0.15579710144927536	0.15162454873646208	1
Csx3_2_CAS-I-III	NZ_CP018632.1_4260	247	277	0.03	12.0	4888766	4889506	NZ_CP018632.1	4260	0.08502024291497975	0.07581227436823104	-1
Csx3_2_CAS-I-III	NZ_CP018632.1_2971	85	277	0.033	11.9	3471584	3471838	NZ_CP018632.1	2971	0.25882352941176473	0.07942238267148015	-1
Csx3_2_CAS-I-III	NZ_CP018632.1_5060	432	277	0.034	11.8	5820503	5821798	NZ_CP018632.1	5060	0.06018518518518518	0.09386281588447654	-1
Csx3_2_CAS-I-III	NZ_CP018632.1_418	253	277	0.042	11.5	446318	447076	NZ_CP018632.1	418	0.10276679841897234	0.09386281588447654	1
Csx3_2_CAS-I-III	NZ_CP018632.1_2113	364	277	0.047	11.4	2414639	2415730	NZ_CP018632.1	2113	0.07142857142857142	0.09386281588447654	1
Csx3_2_CAS-I-III	NZ_CP018632.1_5278	318	277	0.048	11.3	6098328	6099281	NZ_CP018632.1	5278	0.1320754716981132	0.148014440433213	1
WYL_3_CAS-I-II-III-IV-V-VI	NZ_CP018632.1_559	326	172	1.1e-36	125.1	640241	641218	NZ_CP018632.1	559	0.5460122699386503	1.0	-1
WYL_3_CAS-I-II-III-IV-V-VI	NZ_CP018632.1_3158	322	172	3.2e-36	123.6	3670219	3671184	NZ_CP018632.1	3158	0.5372670807453416	0.9709302325581395	1
WYL_3_CAS-I-II-III-IV-V-VI	NZ_CP018632.1_2954	325	172	1.3e-22	79.3	3448366	3449340	NZ_CP018632.1	2954	0.4153846153846154	0.627906976744186	1
