Contig	Start	End	Strand	Pos
NZ_CP018632.1	263	1693	1	1
NZ_CP018632.1	1956	3062	1	2
NZ_CP018632.1	3059	4129	1	3
NZ_CP018632.1	4165	6576	1	4
NZ_CP018632.1	6632	8656	1	5
NZ_CP018632.1	8666	10123	1	6
NZ_CP018632.1	10316	10861	1	7
NZ_CP018632.1	10757	13507	-1	8
NZ_CP018632.1	13660	14406	-1	9
NZ_CP018632.1	14487	15938	1	10
NZ_CP018632.1	15923	16600	-1	11
NZ_CP018632.1	16627	16929	1	12
NZ_CP018632.1	17002	18216	1	13
NZ_CP018632.1	18213	19046	1	14
NZ_CP018632.1	19053	19847	1	15
NZ_CP018632.1	19850	20836	1	16
NZ_CP018632.1	20909	22453	-1	17
NZ_CP018632.1	22627	23166	1	18
NZ_CP018632.1	23174	24505	1	19
NZ_CP018632.1	24530	24883	1	20
NZ_CP018632.1	24971	25750	1	21
NZ_CP018632.1	25781	26395	1	22
NZ_CP018632.1	26392	28068	1	23
NZ_CP018632.1	28179	28490	1	24
NZ_CP018632.1	28495	29166	-1	25
NZ_CP018632.1	29258	30100	1	26
NZ_CP018632.1	30123	31085	1	27
NZ_CP018632.1	31188	33359	1	28
NZ_CP018632.1	33453	33923	-1	29
NZ_CP018632.1	33972	34301	-1	30
NZ_CP018632.1	34381	35307	-1	31
NZ_CP018632.1	35304	36143	-1	32
NZ_CP018632.1	36293	37117	1	33
NZ_CP018632.1	37093	37581	-1	34
NZ_CP018632.1	37807	39102	1	35
NZ_CP018632.1	39252	40307	1	36
NZ_CP018632.1	40309	42411	1	37
NZ_CP018632.1	42552	46994	-1	38
NZ_CP018632.1	47008	49314	-1	39
NZ_CP018632.1	49382	50569	-1	40
NZ_CP018632.1	50918	53878	1	41
NZ_CP018632.1	54067	54789	-1	42
NZ_CP018632.1	54882	57668	1	43
NZ_CP018632.1	57694	57972	1	44
NZ_CP018632.1	58802	58945	-1	45
NZ_CP018632.1	64495	65376	1	46
NZ_CP018632.1	65457	66710	1	47
NZ_CP018632.1	66707	70147	1	48
NZ_CP018632.1	70306	71505	-1	49
NZ_CP018632.1	71739	72212	1	50
NZ_CP018632.1	72224	74080	1	51
NZ_CP018632.1	74332	75603	1	52
NZ_CP018632.1	75672	75926	1	53
NZ_CP018632.1	75932	76243	1	54
NZ_CP018632.1	76278	77300	1	55
NZ_CP018632.1	77472	77957	-1	56
NZ_CP018632.1	77950	78486	-1	57
NZ_CP018632.1	78576	79325	1	58
NZ_CP018632.1	79370	81418	-1	59
NZ_CP018632.1	81539	82186	1	60
NZ_CP018632.1	82244	83107	1	61
NZ_CP018632.1	83314	84342	-1	62
NZ_CP018632.1	84388	85806	-1	63
NZ_CP018632.1	85889	87046	1	64
NZ_CP018632.1	87030	87803	-1	65
NZ_CP018632.1	87963	88658	1	66
NZ_CP018632.1	88755	89336	1	67
NZ_CP018632.1	89481	91553	-1	68
NZ_CP018632.1	91694	92158	1	69
NZ_CP018632.1	92263	93003	1	70
NZ_CP018632.1	93007	94830	1	71
NZ_CP018632.1	94858	95337	-1	72
NZ_CP018632.1	95600	96184	-1	73
NZ_CP018632.1	96298	97191	-1	74
NZ_CP018632.1	97188	97760	-1	75
NZ_CP018632.1	97757	98764	-1	76
NZ_CP018632.1	98770	99765	-1	77
NZ_CP018632.1	99762	100640	-1	78
NZ_CP018632.1	100643	101662	-1	79
NZ_CP018632.1	101715	102689	-1	80
NZ_CP018632.1	102720	103262	-1	81
NZ_CP018632.1	103278	103754	-1	82
NZ_CP018632.1	103794	104405	-1	83
NZ_CP018632.1	104402	105160	-1	84
NZ_CP018632.1	105157	105714	-1	85
NZ_CP018632.1	105868	106695	1	86
NZ_CP018632.1	106692	107063	-1	87
NZ_CP018632.1	107093	107770	-1	88
NZ_CP018632.1	108118	109119	1	89
NZ_CP018632.1	109591	111399	1	90
NZ_CP018632.1	111581	112006	1	91
NZ_CP018632.1	112031	112894	1	92
NZ_CP018632.1	112860	113444	1	93
NZ_CP018632.1	113562	113987	1	94
NZ_CP018632.1	114000	115226	1	95
NZ_CP018632.1	115283	116257	1	96
NZ_CP018632.1	116254	116907	1	97
NZ_CP018632.1	116904	117917	1	98
NZ_CP018632.1	117917	119176	1	99
NZ_CP018632.1	119176	119790	1	100
NZ_CP018632.1	119919	120899	1	101
NZ_CP018632.1	120951	121715	1	102
NZ_CP018632.1	121684	122442	1	103
