Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NZ_MKZR01000001.1	NZ_MKZR01000001.1@78	5336512	5337624	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[4455]	['1.00e-20']	[0.811]	[0.615]
NZ_MKZR01000001.1	NZ_MKZR01000001.1@49	3579413	3580204	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3018]	['6.20e-08']	[0.538]	[0.479]
NZ_MKZR01000001.1	NZ_MKZR01000001.1@16	1063837	1066704	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[918]	['1.60e-07']	[0.302]	[0.336]
NZ_MKZR01000001.1	NZ_MKZR01000001.1@21	1241766	1244408	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[1044]	['1.60e-10']	[0.361]	[0.381]
NZ_MKZR01000001.1	NZ_MKZR01000001.1@110	7728040	7735256	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B', 'TPR_0_CAS-III-B', 'TPR_1_CAS-III-B']	[6455, 6456, 6458]	['9.40e-04', '1.10e-03', '4.60e-06']	[0.4, 0.342, 0.43]	[0.335, 0.336, 0.475]
NZ_MKZR01000001.1	NZ_MKZR01000001.1@73	4915856	4919007	False	0%	NA	III-A	1.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI', 'RT_0_CAS-III-AM-III-B']	[4105, 4108]	['4.40e-06', '1.90e-41']	[0.594, 0.529]	[0.645, 0.473]
NZ_MKZR01000001.1	NZ_MKZR01000001.1@67	4516291	4516944	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[3766]	['2.60e-31']	[0.752]	[0.47]
NZ_MKZR01000001.1	NZ_MKZR01000001.1@26	1969026	1971800	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[1679]	['2.10e-24']	[0.428]	[0.346]
NZ_MKZR01000001.1	NZ_MKZR01000001.1@31	2422618	2426292	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B', 'RT_0_CAS-III-AM-III-B']	[2038, 2039]	['1.60e-50', '1.70e-50']	[0.486, 0.477]	[0.859, 0.859]
NZ_MKZR01000001.1	NZ_MKZR01000001.1@46	3269430	3270218	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2743]	['4.30e-06']	[0.551]	[0.461]
